"lme","stockid","year","catch_est","catch_type","catch_units","catch","year2"
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",1996,"reported","TC","MT",3350,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",1997,"reported","TC","MT",5870,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",1998,"reported","TC","MT",5370,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",1999,"reported","TC","MT",5470,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2000,"reported","TC","MT",5720,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2001,"reported","TC","MT",6280,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2002,"reported","TC","MT",5700,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2003,"reported","TC","MT",5620,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2004,"reported","TC","MT",5840,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2005,"reported","TC","MT",6390,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2006,"reported","TC","MT",6030,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2007,"reported","TC","MT",6360,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2008,"reported","TC","MT",5180,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2009,"reported","TC","MT",5160,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2010,"reported","TC","MT",6970,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2011,"reported","TC","MT",7690,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2012,"reported","TC","MT",5570,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2013,"reported","TC","MT",7770,2014
"Canadian Eastern Arctic -West Greenland","PANDALSFA2-3",2014,"reported","TC","MT",5820,2014
"Labrador - Newfoundland","PANDALSFA4",1977,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA4",1978,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA4",1979,"reported","TC","MT",3,2012
"Labrador - Newfoundland","PANDALSFA4",1980,"reported","TC","MT",1,2012
"Labrador - Newfoundland","PANDALSFA4",1981,"reported","TC","MT",2,2012
"Labrador - Newfoundland","PANDALSFA4",1982,"reported","TC","MT",5,2012
"Labrador - Newfoundland","PANDALSFA4",1983,"reported","TC","MT",30,2012
"Labrador - Newfoundland","PANDALSFA4",1984,"extrapolated","TC","MT",30,2012
"Labrador - Newfoundland","PANDALSFA4",1985,"extrapolated","TC","MT",30,2012
"Labrador - Newfoundland","PANDALSFA4",1986,"reported","TC","MT",2,2012
"Labrador - Newfoundland","PANDALSFA4",1987,"reported","TC","MT",7,2012
"Labrador - Newfoundland","PANDALSFA4",1988,"reported","TC","MT",1080,2012
"Labrador - Newfoundland","PANDALSFA4",1989,"reported","TC","MT",3840,2012
"Labrador - Newfoundland","PANDALSFA4",1990,"reported","TC","MT",2950,2012
"Labrador - Newfoundland","PANDALSFA4",1991,"reported","TC","MT",2560,2012
"Labrador - Newfoundland","PANDALSFA4",1992,"reported","TC","MT",2710,2012
"Labrador - Newfoundland","PANDALSFA4",1993,"reported","TC","MT",2720,2012
"Labrador - Newfoundland","PANDALSFA4",1994,"reported","TC","MT",3980,2012
"Labrador - Newfoundland","PANDALSFA4",1995,"reported","TC","MT",5100,2012
"Labrador - Newfoundland","PANDALSFA4",1996,"reported","TC","MT",5160,2012
"Labrador - Newfoundland","PANDALSFA4",1997,"reported","TC","MT",5220,2012
"Labrador - Newfoundland","PANDALSFA4",1998,"reported","TC","MT",8050,2012
"Labrador - Newfoundland","PANDALSFA4",1999,"reported","TC","MT",7880,2012
"Labrador - Newfoundland","PANDALSFA4",2000,"reported","TC","MT",7380,2012
"Labrador - Newfoundland","PANDALSFA4",2001,"reported","TC","MT",8120,2012
"Labrador - Newfoundland","PANDALSFA4",2002,"reported","TC","MT",8390,2012
"Labrador - Newfoundland","PANDALSFA4",2003,"reported","TC","MT",13000,2012
"Labrador - Newfoundland","PANDALSFA4",2004,"reported","TC","MT",9640,2012
"Labrador - Newfoundland","PANDALSFA4",2005,"reported","TC","MT",10200,2012
"Labrador - Newfoundland","PANDALSFA4",2006,"reported","TC","MT",10100,2012
"Labrador - Newfoundland","PANDALSFA4",2007,"reported","TC","MT",10000,2012
"Labrador - Newfoundland","PANDALSFA4",2008,"reported","TC","MT",9680,2012
"Labrador - Newfoundland","PANDALSFA4",2009,"reported","TC","MT",10700,2012
"Labrador - Newfoundland","PANDALSFA4",2010,"reported","TC","MT",11100,2012
"Labrador - Newfoundland","PANDALSFA4",2011,"reported","TC","MT",10400,2012
"Labrador - Newfoundland","PANDALSFA4",2012,"reported","TC","MT",13100,2012
"Labrador - Newfoundland","PANDALSFA4",2013,"extrapolated","TC","MT",13100,2012
"Labrador - Newfoundland","PANDALSFA4",2014,"extrapolated","TC","MT",13100,2012
"Labrador - Newfoundland","PANDALSFA6",1977,"reported","TC","MT",2,2012
"Labrador - Newfoundland","PANDALSFA6",1978,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA6",1979,"reported","TC","MT",5,2012
"Labrador - Newfoundland","PANDALSFA6",1980,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA6",1981,"reported","TC","MT",135,2012
"Labrador - Newfoundland","PANDALSFA6",1982,"reported","TC","MT",1,2012
"Labrador - Newfoundland","PANDALSFA6",1983,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA6",1984,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA6",1985,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA6",1986,"reported","TC","MT",0,2012
"Labrador - Newfoundland","PANDALSFA6",1987,"reported","TC","MT",3520,2012
"Labrador - Newfoundland","PANDALSFA6",1988,"reported","TC","MT",11600,2012
"Labrador - Newfoundland","PANDALSFA6",1989,"reported","TC","MT",8520,2012
"Labrador - Newfoundland","PANDALSFA6",1990,"reported","TC","MT",7530,2012
"Labrador - Newfoundland","PANDALSFA6",1991,"reported","TC","MT",7480,2012
"Labrador - Newfoundland","PANDALSFA6",1992,"reported","TC","MT",9620,2012
"Labrador - Newfoundland","PANDALSFA6",1993,"reported","TC","MT",11700,2012
"Labrador - Newfoundland","PANDALSFA6",1994,"reported","TC","MT",11000,2012
"Labrador - Newfoundland","PANDALSFA6",1995,"reported","TC","MT",10900,2012
"Labrador - Newfoundland","PANDALSFA6",1996,"reported","TC","MT",10900,2012
"Labrador - Newfoundland","PANDALSFA6",1997,"reported","TC","MT",21000,2012
"Labrador - Newfoundland","PANDALSFA6",1998,"reported","TC","MT",46300,2012
"Labrador - Newfoundland","PANDALSFA6",1999,"reported","TC","MT",51200,2012
"Labrador - Newfoundland","PANDALSFA6",2000,"reported","TC","MT",63200,2012
"Labrador - Newfoundland","PANDALSFA6",2001,"reported","TC","MT",52600,2012
"Labrador - Newfoundland","PANDALSFA6",2002,"reported","TC","MT",60400,2012
"Labrador - Newfoundland","PANDALSFA6",2003,"reported","TC","MT",71200,2012
"Labrador - Newfoundland","PANDALSFA6",2004,"reported","TC","MT",77800,2012
"Labrador - Newfoundland","PANDALSFA6",2005,"reported","TC","MT",74700,2012
"Labrador - Newfoundland","PANDALSFA6",2006,"reported","TC","MT",75700,2012
"Labrador - Newfoundland","PANDALSFA6",2007,"reported","TC","MT",80700,2012
"Labrador - Newfoundland","PANDALSFA6",2008,"reported","TC","MT",74500,2012
"Labrador - Newfoundland","PANDALSFA6",2009,"reported","TC","MT",45500,2012
"Labrador - Newfoundland","PANDALSFA6",2010,"reported","TC","MT",61500,2012
"Labrador - Newfoundland","PANDALSFA6",2011,"reported","TC","MT",59700,2012
"Labrador - Newfoundland","PANDALSFA6",2012,"reported","TC","MT",51000,2012
"Labrador - Newfoundland","PANDALSFA6",2013,"extrapolated","TC","MT",51000,2012
"Labrador - Newfoundland","PANDALSFA6",2014,"extrapolated","TC","MT",51000,2012
"Gulf of Alaska","PANDALSMA14",1987,"reported","TL","MT",31.7,2010
"Gulf of Alaska","PANDALSMA14",1988,"reported","TL","MT",31.9,2010
"Gulf of Alaska","PANDALSMA14",1989,"reported","TL","MT",29.7,2010
"Gulf of Alaska","PANDALSMA14",1990,"reported","TL","MT",42.6,2010
"Gulf of Alaska","PANDALSMA14",1991,"reported","TL","MT",66.9,2010
"Gulf of Alaska","PANDALSMA14",1992,"reported","TL","MT",110,2010
"Gulf of Alaska","PANDALSMA14",1993,"reported","TL","MT",104,2010
"Gulf of Alaska","PANDALSMA14",1994,"reported","TL","MT",74.3,2010
"Gulf of Alaska","PANDALSMA14",1995,"reported","TL","MT",30.1,2010
"Gulf of Alaska","PANDALSMA14",1996,"reported","TL","MT",144,2010
"Gulf of Alaska","PANDALSMA14",1997,"reported","TL","MT",60.2,2010
"Gulf of Alaska","PANDALSMA14",1998,"reported","TL","MT",88.4,2010
"Gulf of Alaska","PANDALSMA14",1999,"reported","TL","MT",157,2010
"Gulf of Alaska","PANDALSMA14",2000,"reported","TL","MT",114,2010
"Gulf of Alaska","PANDALSMA14",2001,"reported","TL","MT",105,2010
"Gulf of Alaska","PANDALSMA14",2002,"reported","TL","MT",179,2010
"Gulf of Alaska","PANDALSMA14",2003,"reported","TL","MT",108,2010
"Gulf of Alaska","PANDALSMA14",2004,"reported","TL","MT",102,2010
"Gulf of Alaska","PANDALSMA14",2005,"reported","TL","MT",33.6,2010
"Gulf of Alaska","PANDALSMA14",2006,"reported","TL","MT",63.6,2010
"Gulf of Alaska","PANDALSMA14",2007,"reported","TL","MT",48.4,2010
"Gulf of Alaska","PANDALSMA14",2008,"reported","TL","MT",37.1,2010
"Gulf of Alaska","PANDALSMA14",2009,"reported","TL","MT",47.5,2010
"Gulf of Alaska","PANDALSMA14",2010,"reported","TL","MT",59.9,2010
"Gulf of Alaska","PANDALSMA14",2011,"extrapolated","TL","MT",59.9,2010
"Gulf of Alaska","PANDALSMA14",2012,"extrapolated","TL","MT",59.9,2010
"Gulf of Alaska","PANDALSMA14",2013,"extrapolated","TL","MT",59.9,2010
"Gulf of Alaska","PANDALSMA14",2014,"extrapolated","TL","MT",59.9,2010
"Gulf of Alaska","PANDALSMA16",1987,"reported","TL","MT",2.4,2010
"Gulf of Alaska","PANDALSMA16",1988,"reported","TL","MT",1.4,2010
"Gulf of Alaska","PANDALSMA16",1989,"reported","TL","MT",1.7,2010
"Gulf of Alaska","PANDALSMA16",1990,"reported","TL","MT",0.9,2010
"Gulf of Alaska","PANDALSMA16",1991,"reported","TL","MT",0.4,2010
"Gulf of Alaska","PANDALSMA16",1992,"extrapolated","TL","MT",0.4,2010
"Gulf of Alaska","PANDALSMA16",1993,"extrapolated","TL","MT",0.4,2010
"Gulf of Alaska","PANDALSMA16",1994,"reported","TL","MT",2.2,2010
"Gulf of Alaska","PANDALSMA16",1995,"reported","TL","MT",0.2,2010
"Gulf of Alaska","PANDALSMA16",1996,"reported","TL","MT",16.9,2010
"Gulf of Alaska","PANDALSMA16",1997,"reported","TL","MT",13,2010
"Gulf of Alaska","PANDALSMA16",1998,"reported","TL","MT",32.9,2010
"Gulf of Alaska","PANDALSMA16",1999,"reported","TL","MT",34.2,2010
"Gulf of Alaska","PANDALSMA16",2000,"reported","TL","MT",29.1,2010
"Gulf of Alaska","PANDALSMA16",2001,"reported","TL","MT",29.7,2010
"Gulf of Alaska","PANDALSMA16",2002,"reported","TL","MT",45,2010
"Gulf of Alaska","PANDALSMA16",2003,"reported","TL","MT",22.7,2010
"Gulf of Alaska","PANDALSMA16",2004,"reported","TL","MT",22.7,2010
"Gulf of Alaska","PANDALSMA16",2005,"reported","TL","MT",29.6,2010
"Gulf of Alaska","PANDALSMA16",2006,"reported","TL","MT",28.4,2010
"Gulf of Alaska","PANDALSMA16",2007,"reported","TL","MT",11.6,2010
"Gulf of Alaska","PANDALSMA16",2008,"reported","TL","MT",7,2010
"Gulf of Alaska","PANDALSMA16",2009,"reported","TL","MT",40.9,2010
"Gulf of Alaska","PANDALSMA16",2010,"reported","TL","MT",35.9,2010
"Gulf of Alaska","PANDALSMA16",2011,"extrapolated","TL","MT",35.9,2010
"Gulf of Alaska","PANDALSMA16",2012,"extrapolated","TL","MT",35.9,2010
"Gulf of Alaska","PANDALSMA16",2013,"extrapolated","TL","MT",35.9,2010
"Gulf of Alaska","PANDALSMA16",2014,"extrapolated","TL","MT",35.9,2010
"Gulf of Alaska","PANDALSMA18-19",1987,"reported","TL","MT",5.2,2011
"Gulf of Alaska","PANDALSMA18-19",1988,"reported","TL","MT",2.5,2011
"Gulf of Alaska","PANDALSMA18-19",1989,"reported","TL","MT",1.4,2011
"Gulf of Alaska","PANDALSMA18-19",1990,"reported","TL","MT",1.6,2011
"Gulf of Alaska","PANDALSMA18-19",1991,"reported","TL","MT",2.7,2011
"Gulf of Alaska","PANDALSMA18-19",1992,"reported","TL","MT",0.7,2011
"Gulf of Alaska","PANDALSMA18-19",1993,"reported","TL","MT",0.7,2011
"Gulf of Alaska","PANDALSMA18-19",1994,"reported","TL","MT",0,2011
"Gulf of Alaska","PANDALSMA18-19",1995,"reported","TL","MT",7.4,2011
"Gulf of Alaska","PANDALSMA18-19",1996,"reported","TL","MT",254,2011
"Gulf of Alaska","PANDALSMA18-19",1997,"reported","TL","MT",66.2,2011
"Gulf of Alaska","PANDALSMA18-19",1998,"reported","TL","MT",66.9,2011
"Gulf of Alaska","PANDALSMA18-19",1999,"reported","TL","MT",42.6,2011
"Gulf of Alaska","PANDALSMA18-19",2000,"reported","TL","MT",39.5,2011
"Gulf of Alaska","PANDALSMA18-19",2001,"reported","TL","MT",27,2011
"Gulf of Alaska","PANDALSMA18-19",2002,"reported","TL","MT",50.1,2011
"Gulf of Alaska","PANDALSMA18-19",2003,"reported","TL","MT",16.5,2011
"Gulf of Alaska","PANDALSMA18-19",2004,"reported","TL","MT",21.3,2011
"Gulf of Alaska","PANDALSMA18-19",2005,"reported","TL","MT",18.3,2011
"Gulf of Alaska","PANDALSMA18-19",2006,"reported","TL","MT",40.3,2011
"Gulf of Alaska","PANDALSMA18-19",2007,"reported","TL","MT",49.5,2011
"Gulf of Alaska","PANDALSMA18-19",2008,"reported","TL","MT",62.5,2011
"Gulf of Alaska","PANDALSMA18-19",2009,"reported","TL","MT",0.6,2011
"Gulf of Alaska","PANDALSMA18-19",2010,"reported","TL","MT",0,2011
"Gulf of Alaska","PANDALSMA18-19",2011,"reported","TL","MT",0,2011
"Gulf of Alaska","PANDALSMA18-19",2012,"extrapolated","TL","MT",0,2011
"Gulf of Alaska","PANDALSMA18-19",2013,"extrapolated","TL","MT",0,2011
"Gulf of Alaska","PANDALSMA18-19",2014,"extrapolated","TL","MT",0,2011
"Gulf of Alaska","PANDALSMAFR",1987,"reported","TL","MT",101,2010
"Gulf of Alaska","PANDALSMAFR",1988,"reported","TL","MT",119,2010
"Gulf of Alaska","PANDALSMAFR",1989,"reported","TL","MT",75.4,2010
"Gulf of Alaska","PANDALSMAFR",1990,"reported","TL","MT",48.1,2010
"Gulf of Alaska","PANDALSMAFR",1991,"reported","TL","MT",89.5,2010
"Gulf of Alaska","PANDALSMAFR",1992,"reported","TL","MT",137,2010
"Gulf of Alaska","PANDALSMAFR",1993,"reported","TL","MT",110,2010
"Gulf of Alaska","PANDALSMAFR",1994,"reported","TL","MT",59.9,2010
"Gulf of Alaska","PANDALSMAFR",1995,"reported","TL","MT",135,2010
"Gulf of Alaska","PANDALSMAFR",1996,"reported","TL","MT",153,2010
"Gulf of Alaska","PANDALSMAFR",1997,"reported","TL","MT",69.4,2010
"Gulf of Alaska","PANDALSMAFR",1998,"reported","TL","MT",145,2010
"Gulf of Alaska","PANDALSMAFR",1999,"reported","TL","MT",90.8,2010
"Gulf of Alaska","PANDALSMAFR",2000,"reported","TL","MT",129,2010
"Gulf of Alaska","PANDALSMAFR",2001,"reported","TL","MT",134,2010
"Gulf of Alaska","PANDALSMAFR",2002,"reported","TL","MT",65.4,2010
"Gulf of Alaska","PANDALSMAFR",2003,"reported","TL","MT",41.9,2010
"Gulf of Alaska","PANDALSMAFR",2004,"reported","TL","MT",33.5,2010
"Gulf of Alaska","PANDALSMAFR",2005,"reported","TL","MT",27.8,2010
"Gulf of Alaska","PANDALSMAFR",2006,"reported","TL","MT",47.6,2010
"Gulf of Alaska","PANDALSMAFR",2007,"reported","TL","MT",44.6,2010
"Gulf of Alaska","PANDALSMAFR",2008,"reported","TL","MT",70.3,2010
"Gulf of Alaska","PANDALSMAFR",2009,"reported","TL","MT",146,2010
"Gulf of Alaska","PANDALSMAFR",2010,"reported","TL","MT",72.2,2010
"Gulf of Alaska","PANDALSMAFR",2011,"extrapolated","TL","MT",72.2,2010
"Gulf of Alaska","PANDALSMAFR",2012,"extrapolated","TL","MT",72.2,2010
"Gulf of Alaska","PANDALSMAFR",2013,"extrapolated","TL","MT",72.2,2010
"Gulf of Alaska","PANDALSMAFR",2014,"extrapolated","TL","MT",72.2,2010
"Gulf of Alaska","PANDALSMAGTSE",1990,"reported","TL","MT",1.4,2010
"Gulf of Alaska","PANDALSMAGTSE",1991,"extrapolated","TL","MT",1.4,2010
"Gulf of Alaska","PANDALSMAGTSE",1992,"reported","TL","MT",36.4,2010
"Gulf of Alaska","PANDALSMAGTSE",1993,"reported","TL","MT",57.4,2010
"Gulf of Alaska","PANDALSMAGTSE",1994,"reported","TL","MT",52.8,2010
"Gulf of Alaska","PANDALSMAGTSE",1995,"reported","TL","MT",60.3,2010
"Gulf of Alaska","PANDALSMAGTSE",1996,"reported","TL","MT",117,2010
"Gulf of Alaska","PANDALSMAGTSE",1997,"reported","TL","MT",76.5,2010
"Gulf of Alaska","PANDALSMAGTSE",1998,"reported","TL","MT",179,2010
"Gulf of Alaska","PANDALSMAGTSE",1999,"reported","TL","MT",75.2,2010
"Gulf of Alaska","PANDALSMAGTSE",2000,"reported","TL","MT",87.3,2010
"Gulf of Alaska","PANDALSMAGTSE",2001,"reported","TL","MT",74.1,2010
"Gulf of Alaska","PANDALSMAGTSE",2002,"reported","TL","MT",103,2010
"Gulf of Alaska","PANDALSMAGTSE",2003,"reported","TL","MT",97.8,2010
"Gulf of Alaska","PANDALSMAGTSE",2004,"reported","TL","MT",124,2010
"Gulf of Alaska","PANDALSMAGTSE",2005,"reported","TL","MT",98.2,2010
"Gulf of Alaska","PANDALSMAGTSE",2006,"reported","TL","MT",72.7,2010
"Gulf of Alaska","PANDALSMAGTSE",2007,"reported","TL","MT",56.6,2010
"Gulf of Alaska","PANDALSMAGTSE",2008,"reported","TL","MT",3.3,2010
"Gulf of Alaska","PANDALSMAGTSE",2009,"reported","TL","MT",3.3,2010
"Gulf of Alaska","PANDALSMAGTSE",2010,"reported","TL","MT",55.2,2010
"Gulf of Alaska","PANDALSMAGTSE",2011,"extrapolated","TL","MT",55.2,2010
"Gulf of Alaska","PANDALSMAGTSE",2012,"extrapolated","TL","MT",55.2,2010
"Gulf of Alaska","PANDALSMAGTSE",2013,"extrapolated","TL","MT",55.2,2010
"Gulf of Alaska","PANDALSMAGTSE",2014,"extrapolated","TL","MT",55.2,2010
"Gulf of Alaska","PANDALSMAPRD",1987,"reported","TL","MT",6.8,2010
"Gulf of Alaska","PANDALSMAPRD",1988,"reported","TL","MT",5.7,2010
"Gulf of Alaska","PANDALSMAPRD",1989,"reported","TL","MT",7.4,2010
"Gulf of Alaska","PANDALSMAPRD",1990,"reported","TL","MT",71.9,2010
"Gulf of Alaska","PANDALSMAPRD",1991,"reported","TL","MT",37.6,2010
"Gulf of Alaska","PANDALSMAPRD",1992,"reported","TL","MT",14.3,2010
"Gulf of Alaska","PANDALSMAPRD",1993,"reported","TL","MT",21,2010
"Gulf of Alaska","PANDALSMAPRD",1994,"reported","TL","MT",16.6,2010
"Gulf of Alaska","PANDALSMAPRD",1995,"reported","TL","MT",74.8,2010
"Gulf of Alaska","PANDALSMAPRD",1996,"reported","TL","MT",439,2010
"Gulf of Alaska","PANDALSMAPRD",1997,"reported","TL","MT",48.5,2010
"Gulf of Alaska","PANDALSMAPRD",1998,"reported","TL","MT",224,2010
"Gulf of Alaska","PANDALSMAPRD",1999,"reported","TL","MT",376,2010
"Gulf of Alaska","PANDALSMAPRD",2000,"reported","TL","MT",167,2010
"Gulf of Alaska","PANDALSMAPRD",2001,"reported","TL","MT",111,2010
"Gulf of Alaska","PANDALSMAPRD",2002,"reported","TL","MT",103,2010
"Gulf of Alaska","PANDALSMAPRD",2003,"reported","TL","MT",76.2,2010
"Gulf of Alaska","PANDALSMAPRD",2004,"reported","TL","MT",66.2,2010
"Gulf of Alaska","PANDALSMAPRD",2005,"reported","TL","MT",95.2,2010
"Gulf of Alaska","PANDALSMAPRD",2006,"reported","TL","MT",114,2010
"Gulf of Alaska","PANDALSMAPRD",2007,"reported","TL","MT",73.5,2010
"Gulf of Alaska","PANDALSMAPRD",2008,"reported","TL","MT",21.4,2010
"Gulf of Alaska","PANDALSMAPRD",2009,"reported","TL","MT",22.6,2010
"Gulf of Alaska","PANDALSMAPRD",2010,"reported","TL","MT",26,2010
"Gulf of Alaska","PANDALSMAPRD",2011,"extrapolated","TL","MT",26,2010
"Gulf of Alaska","PANDALSMAPRD",2012,"extrapolated","TL","MT",26,2010
"Gulf of Alaska","PANDALSMAPRD",2013,"extrapolated","TL","MT",26,2010
"Gulf of Alaska","PANDALSMAPRD",2014,"extrapolated","TL","MT",26,2010
"Humboldt Current","PATGRENADIERCH",1977,"reported","TL","MT",2440,2014
"Humboldt Current","PATGRENADIERCH",1978,"reported","TL","MT",13700,2014
"Humboldt Current","PATGRENADIERCH",1979,"reported","TL","MT",14100,2014
"Humboldt Current","PATGRENADIERCH",1980,"reported","TL","MT",18400,2014
"Humboldt Current","PATGRENADIERCH",1981,"reported","TL","MT",23700,2014
"Humboldt Current","PATGRENADIERCH",1982,"reported","TL","MT",18200,2014
"Humboldt Current","PATGRENADIERCH",1983,"reported","TL","MT",22400,2014
"Humboldt Current","PATGRENADIERCH",1984,"reported","TL","MT",26800,2014
"Humboldt Current","PATGRENADIERCH",1985,"reported","TL","MT",18700,2014
"Humboldt Current","PATGRENADIERCH",1986,"reported","TL","MT",37100,2014
"Humboldt Current","PATGRENADIERCH",1987,"reported","TL","MT",132000,2014
"Humboldt Current","PATGRENADIERCH",1988,"reported","TL","MT",212000,2014
"Humboldt Current","PATGRENADIERCH",1989,"reported","TL","MT",227000,2014
"Humboldt Current","PATGRENADIERCH",1990,"reported","TL","MT",128000,2014
"Humboldt Current","PATGRENADIERCH",1991,"reported","TL","MT",165000,2014
"Humboldt Current","PATGRENADIERCH",1992,"reported","TL","MT",214000,2014
"Humboldt Current","PATGRENADIERCH",1993,"reported","TL","MT",82600,2014
"Humboldt Current","PATGRENADIERCH",1994,"reported","TL","MT",81300,2014
"Humboldt Current","PATGRENADIERCH",1995,"reported","TL","MT",207000,2014
"Humboldt Current","PATGRENADIERCH",1996,"reported","TL","MT",375000,2014
"Humboldt Current","PATGRENADIERCH",1997,"reported","TL","MT",71500,2014
"Humboldt Current","PATGRENADIERCH",1998,"reported","TL","MT",354000,2014
"Humboldt Current","PATGRENADIERCH",1999,"reported","TL","MT",310000,2014
"Humboldt Current","PATGRENADIERCH",2000,"reported","TL","MT",91300,2014
"Humboldt Current","PATGRENADIERCH",2001,"reported","TL","MT",158000,2014
"Humboldt Current","PATGRENADIERCH",2002,"reported","TL","MT",123000,2014
"Humboldt Current","PATGRENADIERCH",2003,"reported","TL","MT",83800,2014
"Humboldt Current","PATGRENADIERCH",2004,"reported","TL","MT",65100,2014
"Humboldt Current","PATGRENADIERCH",2005,"reported","TL","MT",78700,2014
"Humboldt Current","PATGRENADIERCH",2006,"reported","TL","MT",72300,2014
"Humboldt Current","PATGRENADIERCH",2007,"reported","TL","MT",63300,2014
"Humboldt Current","PATGRENADIERCH",2008,"reported","TL","MT",73500,2014
"Humboldt Current","PATGRENADIERCH",2009,"reported","TL","MT",78400,2014
"Humboldt Current","PATGRENADIERCH",2010,"reported","TL","MT",74300,2014
"Humboldt Current","PATGRENADIERCH",2011,"reported","TL","MT",69800,2014
"Humboldt Current","PATGRENADIERCH",2012,"reported","TL","MT",62200,2014
"Humboldt Current","PATGRENADIERCH",2013,"reported","TL","MT",47600,2014
"Humboldt Current","PATGRENADIERCH",2014,"reported","TL","MT",39100,2014
"Patagonian Shelf","PATGRENADIERSARG",1985,"reported","TC","MT",21700,2014
"Patagonian Shelf","PATGRENADIERSARG",1986,"reported","TC","MT",40900,2014
"Patagonian Shelf","PATGRENADIERSARG",1987,"reported","TC","MT",85600,2014
"Patagonian Shelf","PATGRENADIERSARG",1988,"reported","TC","MT",145000,2014
"Patagonian Shelf","PATGRENADIERSARG",1989,"reported","TC","MT",62200,2014
"Patagonian Shelf","PATGRENADIERSARG",1990,"reported","TC","MT",29900,2014
"Patagonian Shelf","PATGRENADIERSARG",1991,"reported","TC","MT",22000,2014
"Patagonian Shelf","PATGRENADIERSARG",1992,"reported","TC","MT",30700,2014
"Patagonian Shelf","PATGRENADIERSARG",1993,"reported","TC","MT",56200,2014
"Patagonian Shelf","PATGRENADIERSARG",1994,"reported","TC","MT",28600,2014
"Patagonian Shelf","PATGRENADIERSARG",1995,"reported","TC","MT",45600,2014
"Patagonian Shelf","PATGRENADIERSARG",1996,"reported","TC","MT",65700,2014
"Patagonian Shelf","PATGRENADIERSARG",1997,"reported","TC","MT",63200,2014
"Patagonian Shelf","PATGRENADIERSARG",1998,"reported","TC","MT",139000,2014
"Patagonian Shelf","PATGRENADIERSARG",1999,"reported","TC","MT",160000,2014
"Patagonian Shelf","PATGRENADIERSARG",2000,"reported","TC","MT",168000,2014
"Patagonian Shelf","PATGRENADIERSARG",2001,"reported","TC","MT",150000,2014
"Patagonian Shelf","PATGRENADIERSARG",2002,"reported","TC","MT",144000,2014
"Patagonian Shelf","PATGRENADIERSARG",2003,"reported","TC","MT",123000,2014
"Patagonian Shelf","PATGRENADIERSARG",2004,"reported","TC","MT",150000,2014
"Patagonian Shelf","PATGRENADIERSARG",2005,"reported","TC","MT",140000,2014
"Patagonian Shelf","PATGRENADIERSARG",2006,"reported","TC","MT",168000,2014
"Patagonian Shelf","PATGRENADIERSARG",2007,"reported","TC","MT",134000,2014
"Patagonian Shelf","PATGRENADIERSARG",2008,"reported","TC","MT",144000,2014
"Patagonian Shelf","PATGRENADIERSARG",2009,"reported","TC","MT",135000,2014
"Patagonian Shelf","PATGRENADIERSARG",2010,"reported","TC","MT",99200,2014
"Patagonian Shelf","PATGRENADIERSARG",2011,"reported","TC","MT",120000,2014
"Patagonian Shelf","PATGRENADIERSARG",2012,"reported","TC","MT",83800,2014
"Patagonian Shelf","PATGRENADIERSARG",2013,"reported","TC","MT",71200,2014
"Patagonian Shelf","PATGRENADIERSARG",2014,"reported","TC","MT",72600,2014
"New Zealand Shelf","PAUANPAU5A",1965,"reported","TC","MT",2.4,2014
"New Zealand Shelf","PAUANPAU5A",1966,"reported","TC","MT",4.8,2014
"New Zealand Shelf","PAUANPAU5A",1967,"reported","TC","MT",7.3,2014
"New Zealand Shelf","PAUANPAU5A",1968,"reported","TC","MT",9.7,2014
"New Zealand Shelf","PAUANPAU5A",1969,"reported","TC","MT",12.1,2014
"New Zealand Shelf","PAUANPAU5A",1970,"reported","TC","MT",14.5,2014
"New Zealand Shelf","PAUANPAU5A",1971,"reported","TC","MT",16.9,2014
"New Zealand Shelf","PAUANPAU5A",1972,"reported","TC","MT",19.4,2014
