"","type","class","order","family","genus","species","species_saup","comm_name","resilience","habitat"
"1057","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Trachurus japonicus","Japanese jack mackerel","Medium","pelagic-neritic"
"1058","invert","Malacostraca","Decapoda","Penaeidae","Trachysalambria","Trachysalambria curvirostris","Trachysalambria curvirostris","Southern rough shrimp",NA,"benthic"
"1059","invert","Echinoidea","Temnopleuroida","Toxopneustidae","Tripneustes","Tripneustes gratilla","Tripneustes gratilla","Shortspine urchin",NA,"benthic"
"1060","invert","Gastropoda","Patellogastropoda","Turbinidae","Turbo","Turbo cornutus","Turbo cornutus","Horned turban",NA,"benthic"
"1061","fish","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf vaigiensis","Abudefduf vaigiensis","Indo-Pacific sergeant","High","reef-associated"
"1062","fish","Actinopterygii","Perciformes","Arripidae","Arripis","Arripis trutta","Arripis trutta","Australian salmon","Medium","pelagic-neritic"
"1063","fish","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","Callorhinchus milii","Callorhinchus milii","Ghost shark","Low","demersal"
"1064","fish","Actinopterygii","Beryciformes","Berycidae","Centroberyx","Centroberyx affinis","Centroberyx affinis","Redfish","Medium","benthopelagic"
"1065","fish","Actinopterygii","Perciformes","Centrolophidae","Centrolophus","Centrolophus niger","Centrolophus niger","Rudderfish","Very low","bathypelagic"
"1066","fish","Actinopterygii","Perciformes","Labridae","Cheilinus","Cheilinus trilobatus","Cheilinus trilobatus","Tripletail wrasse","Medium","reef-associated"
"1067","fish","Actinopterygii","Perciformes","Serranidae","Cromileptes","Cromileptes altivelis","Cromileptes altivelis","Humpback grouper","Medium","reef-associated"
"1068","fish","Actinopterygii","Zeiformes","Cyttidae","Cyttus","Cyttus novaezealandiae","Cyttus novaezealandiae","New Zealand dory",NA,"demersal"
"1069","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus merra","Epinephelus merra","Honeycomb grouper","High","reef-associated"
"1070","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus morrhua","Epinephelus morrhua","Comet grouper","Medium","reef-associated"
"1071","fish","Actinopterygii","Perciformes","Lutjanidae","Etelis","Etelis carbunculus","Etelis carbunculus","Deepwater red snapper","Very low","benthopelagic"
"1072","fish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","Genypterus blacodes","Genypterus blacodes","Pink cusk-eel","Low","bathydemersal"
"1073","fish","Actinopterygii","Perciformes","Kyphosidae","Girella","Girella tricuspidata","Girella tricuspidata","Parore","Low","benthopelagic"
"1074","fish","Actinopterygii","Perciformes","Lethrinidae","Gymnocranius","Gymnocranius grandoculis","Gymnocranius grandoculis","Bluelined largeeye bream","Medium","reef-associated"
"1075","fish","Actinopterygii","Gadiformes","Moridae","Halargyreus","Halargyreus johnsonii","Halargyreus johnsonii","Slender codling","Very low","bathypelagic"
"1076","invert","Malacostraca","Decapoda","Solenoceridae","Haliporoides","Haliporoides sibogae","Haliporoides sibogae","Jackknife shrimp",NA,"demersal"
"1077","fish","Actinopterygii","Perciformes","Serranidae","Lepidoperca","Lepidoperca pulchella","Lepidoperca pulchella","Orange perch","Medium","demersal"
"1078","fish","Actinopterygii","Gadiformes","Macrouridae","Lepidorhynchus","Lepidorhynchus denticulatus","Lepidorhynchus denticulatus","Thorntooth grenadier","Low","bathypelagic"
"1079","fish","Actinopterygii","Perciformes","Lethrinidae","Lethrinus","Lethrinus atkinsoni","Lethrinus atkinsoni","Pacific yellowtail emperor","Medium","reef-associated"
"1080","fish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Blue grenadier","Low","benthopelagic"
"1081","fish","Actinopterygii","Perciformes","Monodactylidae","Monodactylus","Monodactylus argenteus","Monodactylus argenteus","Silver moony",NA,"pelagic-neritic"
"1082","fish","Actinopterygii","Perciformes","Cheilodactylidae","Nemadactylus","Nemadactylus macropterus","Nemadactylus macropterus","Tarakihi","Low","demersal"
"1083","fish","Actinopterygii","Zeiformes","Oreosomatidae","Neocyttus","Neocyttus rhomboidalis","Neocyttus rhomboidalis","Spiky oreo","Very low","bathypelagic"
"1084","fish","Actinopterygii","Perciformes","Lutjanidae","Paracaesio","Paracaesio kusakarii","Paracaesio kusakarii","Saddle-back snapper","Medium","demersal"
"1085","fish","Actinopterygii","Perciformes","Lutjanidae","Paracaesio","Paracaesio xanthura","Paracaesio xanthura","Yellowtail blue snapper","Medium","reef-associated"
"1086","fish","Actinopterygii","Perciformes","Polyprionidae","Polyprion","Polyprion oxygeneios","Polyprion oxygeneios","Hapuka","Very low","demersal"
"1087","invert","Malacostraca","Decapoda","Portunidae","Portunus","Portunus sanguinolentus","Portunus sanguinolentus","Three-spot swimming crab",NA,"benthic"
"1088","fish","Actinopterygii","Gadiformes","Moridae","Pseudophycis","Pseudophycis bachus","Pseudophycis bachus","Red codling","Medium","demersal"
"1089","fish","Actinopterygii","Scorpaeniformes","Triglidae","Pterygotrigla","Pterygotrigla polyommata","Pterygotrigla polyommata","Latchet","Medium","demersal"
"1090","fish","Actinopterygii","Perciformes","Gempylidae","Rexea","Rexea solandri","Rexea solandri","Silver gemfish","Medium","benthopelagic"
"1091","invert","Malacostraca","Decapoda","Palinuridae","Sagmariasus","Sagmariasus verreauxi","Sagmariasus verreauxi","Green rock lobster",NA,"benthic"
"1092","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus semifasciatus","Scomberomorus semifasciatus","Broadbarred king mackerel","Medium","pelagic-neritic"
"1093","fish","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella brama","Seriolella brama","Common warehou","Medium","benthopelagic"
"1094","fish","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella punctata","Seriolella punctata","Silver warehou","Medium","benthopelagic"
"1095","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus declivis","Trachurus declivis","Greenback horse mackerel","Medium","benthopelagic"
"1096","fish","Actinopterygii","Perciformes","Lethrinidae","Wattsia","Wattsia mossambica","Wattsia mossambica","Mozambique largeeye bream","High","reef-associated"
"1097","fish","Actinopterygii","Zeiformes","Zeidae","Zenopsis","Zenopsis nebulosa","Zenopsis nebulosa","Mirror dory","Medium","benthopelagic"
"1098","fish","Elasmobranchii","Rajiformes","Rajidae","Rajella","Rajella lintea","Rajella lintea","Sailray","Low","bathydemersal"
"1099","fish","Actinopterygii","Perciformes","Sparidae","Dentex","Dentex congoensis","Dentex congoensis","Congo dentex","Medium","demersal"
"1100","fish","Actinopterygii","Clupeiformes","Clupeidae","Pellonula","Pellonula leonensis","Pellonula leonensis","Smalltoothed pellonula","High","pelagic-neritic"
"1101","fish","Actinopterygii","Perciformes","Sciaenidae","Pentheroscion","Pentheroscion mbizi","Pentheroscion mbizi","Mbizi croaker","Medium","demersal"
"1102","fish","Actinopterygii","Perciformes","Cichlidae","Sarotherodon","Sarotherodon galilaeus","Sarotherodon galilaeus","Mango tilapia","Medium","demersal"
"1103","fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","Brevoortia patronus","Brevoortia patronus","Gulf menhaden","Medium","pelagic-neritic"
"1104","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion arenarius","Cynoscion arenarius","Sand weakfish","Medium","demersal"
"1105","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion regalis","Cynoscion regalis","Squeteague","Medium","demersal"
"1106","invert","Malacostraca","Decapoda","Carpiliidae","Carpilius","Carpilius convexus","Carpilius convexus","Red reef crab",NA,"reef-associated"
"1107","fish","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","Anchoa nasus","Anchoa nasus","Longnose anchovy","High","pelagic-neritic"
"1108","fish","Actinopterygii","Perciformes","Aplodactylidae","Aplodactylus","Aplodactylus punctatus","Aplodactylus punctatus","Aplodactylus punctatus",NA,"demersal"
"1109","invert","Bivalvia","Ostreoida","Pectinidae","Argopecten","Argopecten purpuratus","Argopecten purpuratus","Peruvian calico scallop",NA,"benthic"
"1110","invert","Bivalvia","Mytiloida","Mytilidae","Aulacomya","Aulacomya ater","Aulacomya ater","Chilean ribbed mussel",NA,"benthic"
"1111","fish","Actinopterygii","Perciformes","Bramidae","Brama","Brama australis","Brama australis","Southern rays bream","Low","pelagic-neritic"
"1112","invert","Malacostraca","Decapoda","Galatheidae","Cervimunida","Cervimunida johni","Cervimunida johni","Carrot squat lobster",NA,"bathydemersal"
"1113","fish","Actinopterygii","Perciformes","Cheilodactylidae","Cheilodactylus","Cheilodactylus variegatus","Cheilodactylus variegatus","Peruvian morwong","Medium","benthopelagic"
"1114","invert","Bivalvia","Mytiloida","Mytilidae","Choromytilus","Choromytilus chorus","Choromytilus chorus","Choro mussel",NA,"benthic"
"1115","fish","Actinopterygii","Perciformes","Sciaenidae","Cilus","Cilus gilberti","Cilus gilberti","Corvina drum","Medium","demersal"
"1116","fish","Actinopterygii","Clupeiformes","Clupeidae","Strangomera","Strangomera bentincki","Clupea bentincki","Araucanian herring","High","pelagic-neritic"
"1117","fish","Actinopterygii","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus chilensis","Coelorinchus chilensis","Chilean grenadier","Low","bathydemersal"
"1118","invert","Gastropoda","Neogastropoda","Muricidae","Concholepas","Concholepas concholepas","Concholepas concholepas","False abalone",NA,"benthic"
"1119","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion analis","Cynoscion analis","Peruvian weakfish","Medium","demersal"
"1120","invert","Cephalopoda","Teuthida","Loliginidae","Doryteuthis","Doryteuthis gahi","Doryteuthis gahi","Patagonian squid",NA,"demersal"
"1121","fish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis ringens","Engraulis ringens","Anchoveta","High","pelagic-neritic"
"1122","fish","Actinopterygii","Clupeiformes","Clupeidae","Ethmidium","Ethmidium maculatum","Ethmidium maculatum","Pacific menhaden","High","pelagic-neritic"
"1123","fish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","Genypterus maculatus","Genypterus maculatus","Black cuskeel","Medium","demersal"
"1124","invert","Malacostraca","Decapoda","Solenoceridae","Haliporoides","Haliporoides diomedeae","Haliporoides diomedeae","Chilean knife shrimp",NA,"benthic"
"1125","invert","Malacostraca","Decapoda","Pandalidae","Heterocarpus","Heterocarpus reedi","Heterocarpus reedi","Chilean nylon shrimp",NA,"demersal"
"1126","fish","Actinopterygii","Perciformes","Haemulidae","Isacia","Isacia conceptionis","Isacia conceptionis","Cabinza grunt","Medium","benthopelagic"
"1127","invert","Malacostraca","Decapoda","Lithodidae","Lithodes","Lithodes antarcticus","Lithodes antarcticus","Southern king crab",NA,"benthic"
"1128","invert","Echinoidea","Echinoida","Echinidae","Loxechinus","Loxechinus albus","Loxechinus albus","Chilean sea urchin",NA,"benthic"
"1129","fish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus magellanicus","Macruronus magellanicus","Patagonian grenadier","Low","benthopelagic"
"1130","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake","Low","benthopelagic"
"1131","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius gayi gayi","Merluccius gayi gayi","South Pacific hake","Medium","bathydemersal"
"1132","invert","Bivalvia","Veneroida","Mesodesmatidae","Mesodesma","Mesodesma donacium","Mesodesma donacium","Macha clam",NA,"benthic"
"1133","invert","Bivalvia","Mytiloida","Mytilidae","Mytilus","Mytilus chilensis","Mytilus chilensis","Chilean mussel",NA,"benthic"
"1134","fish","Actinopterygii","Scorpaeniformes","Normanichthyidae","Normanichthys","Normanichthys crockeri","Normanichthys crockeri","Mote sculpin","High","demersal"
"1135","fish","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes regia","Odontesthes regia","Chilean silverside","High","pelagic-neritic"
"1136","invert","Bivalvia","Ostreoida","Ostreidae","Ostrea","Ostrea chilensis","Ostrea chilensis","Chilean flat oyster",NA,"benthic"
"1137","invert","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus gracilis","Panulirus gracilis","Blue spiny lobster",NA,"benthic"
"1138","fish","Actinopterygii","Perciformes","Serranidae","Paralabrax","Paralabrax humeralis","Paralabrax humeralis","Peruvian rock seabass","Medium","benthopelagic"
"1139","fish","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys microps","Paralichthys microps","Paralichthys microps","Medium","demersal"
"1140","invert","Malacostraca","Decapoda","Lithodidae","Paralomis","Paralomis granulosa","Paralomis granulosa","Softshell red crab",NA,"benthic"
"1141","fish","Actinopterygii","Perciformes","Sciaenidae","Paralonchurus","Paralonchurus peruanus","Paralonchurus peruanus","Peruvian banded croaker","Medium","demersal"
"1142","fish","Actinopterygii","Perciformes","Pinguipedidae","Pinguipes","Pinguipes chilensis","Pinguipes chilensis","Chilean sandperch","Medium","demersal"
"1143","invert","Malacostraca","Decapoda","Galatheidae","Pleuroncodes","Pleuroncodes monodon","Pleuroncodes monodon","Squat Lobster",NA,"benthic"
"1144","fish","Actinopterygii","Perciformes","Pinguipedidae","Prolatilus","Prolatilus jugularis","Prolatilus jugularis","Pacific sandperch","Medium","demersal"
"1145","invert","Ascidiacea","Pleurogona","Pyuridae","Pyura","Pyura chilensis","Pyura chilensis","Red sea squirt",NA,"sessile"
"1146","fish","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","Salilota australis","Tadpole codling","Medium","demersal"
"1147","invert","Bivalvia","Veneroida","Semelidae","Semele","Semele solida","Semele solida","Chilean semele",NA,"benthic"
"1148","fish","Actinopterygii","Perciformes","Centrolophidae","Seriolella","Seriolella caerulea","Seriolella caerulea","White warehou","Medium","pelagic-neritic"
"1149","fish","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus fuegensis","Sprattus fuegensis","Falkland sprat","High","pelagic-neritic"
"1150","invert","Bivalvia","Veneroida","Veneridae","Tawera","Tawera gayi","Tawera gayi","Gay's little venus",NA,NA
"1151","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus murphyi","Trachurus murphyi","Chilean jack mackerel","Medium","pelagic-oceanic"
"1152","fish","Elasmobranchii","Rajiformes","Rajidae","Zearaja","Zearaja chilensis","Zearaja chilensis","Yellownose skate","Low","demersal"
"1153","invert","Bivalvia","Ostreoida","Pectinidae","Zygochlamys","Zygochlamys patagonica","Zygochlamys patagonica","Patagonean scallop",NA,"sessile"
"1154","fish","Actinopterygii","Perciformes","Serranidae","Anthias","Anthias anthias","Anthias anthias","Swallowtail seaperch","Medium","reef-associated"
"1155","fish","Actinopterygii","Scorpaeniformes","Triglidae","Lepidotrigla","Lepidotrigla cavillone","Lepidotrigla cavillone","Largescaled gurnard","Medium","demersal"
"1156","fish","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja asterias","Raja asterias","Mediterranean starry ray","Low","demersal"
"1157","fish","Actinopterygii","Gadiformes","Macrouridae","Trachyrincus","Trachyrincus scabrus","Trachyrincus scabrus","Roughsnout grenadier","Medium","bathydemersal"
"1158","fish","Actinopterygii","Perciformes","Uranoscopidae","Uranoscopus","Uranoscopus scaber","Uranoscopus scaber","Stargazer","Medium","demersal"
"1159","fish","Actinopterygii","Lampriformes","Regalecidae","Regalecus","Regalecus glesne","Regalecus glesne","King of herrings","Very low","pelagic-oceanic"
"1160","fish","Actinopterygii","Perciformes","Pomacentridae","Abudefduf","Abudefduf sordidus","Abudefduf sordidus","Blackspot sergeant","Medium","reef-associated"
"1161","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus blochii","Acanthurus blochii","Ringtail surgeonfish","Low","reef-associated"
"1162","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus dussumieri","Acanthurus dussumieri","Eyestripe surgeonfish","Low","reef-associated"
"1163","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus nigrofuscus","Acanthurus nigrofuscus","Brown surgeonfish","Medium","reef-associated"
"1164","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus olivaceus","Acanthurus olivaceus","Orangespot surgeonfish","High","reef-associated"
"1165","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus triostegus","Acanthurus triostegus","Convict surgeonfish","Medium","reef-associated"
"1166","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus xanthopterus","Acanthurus xanthopterus","Yellowfin surgeonfish","Low","reef-associated"
"1167","fish","Actinopterygii","Tetraodontiformes","Tetraodontidae","Arothron","Arothron hispidus","Arothron hispidus","White-spotted puffer","Medium","reef-associated"
"1168","fish","Actinopterygii","Syngnathiformes","Aulostomidae","Aulostomus","Aulostomus chinensis","Aulostomus chinensis","Chinese trumpetfish",NA,"reef-associated"
"1169","fish","Actinopterygii","Pleuronectiformes","Bothidae","Bothus","Bothus mancus","Bothus mancus","Flowery flounder","Medium","reef-associated"
"1170","fish","Actinopterygii","Perciformes","Scaridae","Calotomus","Calotomus carolinus","Calotomus carolinus","Carolines parrotfish","Medium","reef-associated"
"1171","fish","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon lunula","Chaetodon lunula","Raccoon butterflyfish","High","reef-associated"
"1172","fish","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon unimaculatus","Chaetodon unimaculatus","Teardrop butterflyfish","High","reef-associated"
"1173","fish","Actinopterygii","Perciformes","Labridae","Cheilio","Cheilio inermis","Cheilio inermis","Cigar wrasse","Low","reef-associated"
"1174","fish","Actinopterygii","Perciformes","Scaridae","Chlorurus","Chlorurus sordidus","Chlorurus sordidus","Daisy parrotfish","Medium","reef-associated"
"1175","fish","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitus","Cirrhitus pinnulatus","Cirrhitus pinnulatus","Stocky hawkfish",NA,"reef-associated"
"1176","fish","Actinopterygii","Perciformes","Labridae","Gomphosus","Gomphosus varius","Gomphosus varius","Bird wrasse","Medium","reef-associated"
"1177","fish","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax rueppelliae","Gymnothorax rueppellii","Banded moray","Low","reef-associated"
"1178","fish","Actinopterygii","Clupeiformes","Clupeidae","Herklotsichthys","Herklotsichthys quadrimaculatus","Herklotsichthys quadrimaculatus","Bluestripe herring","High","reef-associated"
"1179","fish","Actinopterygii","Perciformes","Labridae","Iniistius","Iniistius pavo","Iniistius pavo","Peacock wrasse","Medium","reef-associated"
"1180","fish","Actinopterygii","Perciformes","Kyphosidae","Kyphosus","Kyphosus bigibbus","Kyphosus bigibbus","Brown chub","Low","reef-associated"
"1181","fish","Actinopterygii","Perciformes","Kyphosidae","Kyphosus","Kyphosus vaigiensis","Kyphosus vaigiensis","Brassy chub","Low","reef-associated"
"1182","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus fulvus","Lutjanus fulvus","Blacktail snapper","Medium","reef-associated"
"1183","fish","Actinopterygii","Tetraodontiformes","Balistidae","Melichthys","Melichthys vidua","Melichthys vidua","Pinktail triggerfish","Medium","reef-associated"
"1184","fish","Actinopterygii","Perciformes","Mullidae","Mulloidichthys","Mulloidichthys flavolineatus","Mulloidichthys flavolineatus","Yellowstripe goatfish","Medium","reef-associated"
"1185","fish","Actinopterygii","Perciformes","Mullidae","Mulloidichthys","Mulloidichthys pfluegeri","Mulloidichthys pfluegeri","Orange goatfish","Medium","reef-associated"
"1186","fish","Actinopterygii","Perciformes","Mullidae","Mulloidichthys","Mulloidichthys vanicolensis","Mulloidichthys vanicolensis","Yellowfin goatfish","Medium","reef-associated"
"1187","fish","Actinopterygii","Beryciformes","Holocentridae","Myripristis","Myripristis amaena","Myripristis amaena","Brick soldierfish","Medium","reef-associated"
"1188","fish","Actinopterygii","Beryciformes","Holocentridae","Myripristis","Myripristis chryseres","Myripristis chryseres","Yellowfin soldierfish","High","benthopelagic"
"1189","fish","Actinopterygii","Beryciformes","Holocentridae","Myripristis","Myripristis kuntee","Myripristis kuntee","Shoulderbar soldierfish","High","reef-associated"
"1190","fish","Actinopterygii","Beryciformes","Holocentridae","Myripristis","Myripristis vittata","Myripristis vittata","Whitetip soldierfish","High","reef-associated"
"1191","fish","Actinopterygii","Perciformes","Acanthuridae","Naso","Naso annulatus","Naso annulatus","Whitemargin unicornfish","Low","reef-associated"
"1192","fish","Actinopterygii","Perciformes","Acanthuridae","Naso","Naso brevirostris","Naso brevirostris","Spotted unicornfish","Medium","reef-associated"
"1193","fish","Actinopterygii","Perciformes","Acanthuridae","Naso","Naso hexacanthus","Naso hexacanthus","Sleek unicornfish","Low","reef-associated"
"1194","fish","Actinopterygii","Perciformes","Acanthuridae","Naso","Naso lituratus","Naso lituratus","Orangespine unicornfish","Medium","reef-associated"
"1195","fish","Actinopterygii","Mugiliformes","Mugilidae","Neomyxus","Neomyxus leuciscus","Neomyxus leuciscus","Acutejawed mullet","Medium","reef-associated"
"1196","fish","Actinopterygii","Perciformes","Labridae","Novaculichthys","Novaculichthys taeniourus","Novaculichthys taeniourus","Rockmover wrasse","Medium","reef-associated"
"1197","fish","Actinopterygii","Perciformes","Labridae","Oxycheilinus","Oxycheilinus unifasciatus","Oxycheilinus unifasciatus","Ringtail maori wrasse","Medium","reef-associated"
"1198","fish","Actinopterygii","Perciformes","Cirrhitidae","Paracirrhites","Paracirrhites forsteri","Paracirrhites forsteri","Blackside hawkfish",NA,"reef-associated"
"1199","fish","Actinopterygii","Perciformes","Mullidae","Parupeneus","Parupeneus multifasciatus","Parupeneus multifasciatus","Manybar goatfish","High","reef-associated"
"1200","fish","Actinopterygii","Perciformes","Mullidae","Parupeneus","Parupeneus pleurostigma","Parupeneus pleurostigma","Sidespot goatfish","Medium","reef-associated"
"1201","fish","Actinopterygii","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus macrocephalus","Pontinus macrocephalus","Largeheaded scorpionfish","Low","demersal"
"1202","fish","Actinopterygii","Perciformes","Lutjanidae","Pristipomoides","Pristipomoides auricilla","Pristipomoides auricilla","Goldflag jobfish","Medium","benthopelagic"
"1203","fish","Actinopterygii","Perciformes","Lutjanidae","Pristipomoides","Pristipomoides sieboldii","Pristipomoides sieboldii","Lavender jobfish","Medium","benthopelagic"
"1204","fish","Actinopterygii","Beryciformes","Holocentridae","Sargocentron","Sargocentron spiniferum","Sargocentron spiniferum","Sabre squirrelfish","Medium","reef-associated"
"1205","fish","Actinopterygii","Perciformes","Scaridae","Scarus","Scarus psittacus","Scarus psittacus","Common parrotfish","High","reef-associated"
"1206","fish","Actinopterygii","Perciformes","Scaridae","Scarus","Scarus rubroviolaceus","Scarus rubroviolaceus","Ember parrotfish","Medium","reef-associated"
"1207","fish","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis diabolus","Scorpaenopsis diabolus","False stonefish","Medium","reef-associated"
"1208","fish","Actinopterygii","Tetraodontiformes","Balistidae","Sufflamen","Sufflamen bursa","Sufflamen bursa","Boomerang triggerfish","High","reef-associated"
"1209","fish","Actinopterygii","Perciformes","Bramidae","Taractichthys","Taractichthys steindachneri","Taractichthys steindachneri","Sickle pomfret","Medium","benthopelagic"
"1210","fish","Actinopterygii","Perciformes","Mullidae","Upeneus","Upeneus taeniopterus","Upeneus taeniopterus","Finstripe goatfish","High","reef-associated"
"1211","fish","Actinopterygii","Perciformes","Carangidae","Uraspis","Uraspis helvola","Uraspis helvola","Whitetongue jack","Medium","reef-associated"
"1212","fish","Actinopterygii","Mugiliformes","Mugilidae","Osteomugil","Osteomugil engeli","Valamugil engeli","Kanda","Medium","reef-associated"
"1213","fish","Actinopterygii","Perciformes","Acanthuridae","Zebrasoma","Zebrasoma flavescens","Zebrasoma flavescens","Yellow tang","High","reef-associated"
"1214","fish","Actinopterygii","Gadiformes","Moridae","Laemonema","Laemonema longipes","Laemonema longipes","Longfin codling","Low","bathydemersal"
"1215","fish","Actinopterygii","Perciformes","Gobiidae","Aphia","Aphia minuta","Aphia minuta","Transparent goby","High","pelagic-neritic"
"1216","fish","Actinopterygii","Myctophiformes","Myctophidae","Benthosema","Benthosema glaciale","Benthosema glaciale","Glacier lantern fish","Medium","pelagic-oceanic"
"1217","invert","Malacostraca","Decapoda","Portunidae","Carcinus","Carcinus aestuarii","Carcinus aestuarii","Mediterranean shore crab",NA,"benthic"
"1218","fish","Actinopterygii","Perciformes","Pomacentridae","Chromis","Chromis chromis","Chromis chromis","Damselfish","Medium","reef-associated"
"1219","fish","Elasmobranchii","Hexanchiformes","Hexanchidae","Heptranchias","Heptranchias perlo","Heptranchias perlo","Sharpnose sevengill shark","Very low","bathydemersal"
"1220","fish","Actinopterygii","Perciformes","Labridae","Labrus","Labrus merula","Labrus merula","Brown wrasse","Medium","reef-associated"
"1221","invert","Ascidiacea","Pleurogona","Pyuridae","Microcosmus","Microcosmus sulcatus","Microcosmus sulcatus","Grooved sea squirt",NA,"sessile"
"1222","fish","Elasmobranchii","Myliobatiformes","Myliobatidae","Mobula","Mobula mobular","Mobula mobular","Devil fish","Low","pelagic-neritic"
"1223","invert","Bivalvia","Ostreoida","Pectinidae","Pecten","Pecten jacobaeus","Pecten jacobaeus","Great Mediterranean scallop",NA,"benthic"
"1224","invert","Gastropoda","Neogastropoda","Muricidae","Rapana","Rapana venosa","Rapana venosa","Purple whelk",NA,"benthic"
"1225","invert","Malacostraca","Decapoda","Scyllaridae","Scyllarides","Scyllarides latus","Scyllarides latus","Mediterranean slipper lobster",NA,"benthic"
"1226","fish","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","Allocyttus niger","Allocyttus niger","Black oreo","Very low","bathypelagic"
"1227","fish","Actinopterygii","Perciformes","Scombridae","Allothunnus","Allothunnus fallai","Allothunnus fallai","Slender tuna","Medium","pelagic-oceanic"
"1228","fish","Actinopterygii","Zeiformes","Zeniontidae","Capromimus","Capromimus abbreviatus","Capromimus abbreviatus","Capro dory",NA,"bathydemersal"
"1229","fish","Actinopterygii","Syngnathiformes","Centriscidae","Centriscops","Centriscops humerosus","Centriscops humerosus","Banded yellowfish","Medium","bathydemersal"
"1230","fish","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Cephaloscyllium","Cephaloscyllium isabellum","Cephaloscyllium isabellum","Draughtsboard shark","Low","reef-associated"
"1231","invert","Bivalvia","Veneroida","Veneridae","Chione","Chione stutchburyi","Chione stutchburyi","Stutchbury's venus",NA,NA
"1232","invert","Bivalvia","Ostreoida","Pectinidae","Chlamys","Chlamys delicatula","Chlamys delicatula","Delicate scallop",NA,"benthic"
"1233","fish","Actinopterygii","Zeiformes","Cyttidae","Cyttus","Cyttus traversi","Cyttus traversi","King dory","Very low","bathydemersal"
"1234","fish","Actinopterygii","Anguilliformes","Synaphobranchidae","Diastobranchus","Diastobranchus capensis","Diastobranchus capensis","Basketwork eel","Low","bathydemersal"
"1235","fish","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Dipturus innominatus","Dipturus innominatus","New Zealand smooth skate","Low","demersal"
"1236","fish","Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus cirrhatus","Eptatretus cirrhatus","Broadgilled hagfish","Low","bathydemersal"
"1237","fish","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus novaezealandiae","Hydrolagus novaezealandiae","Dark ghost shark","Low","bathydemersal"
"1238","fish","Actinopterygii","Beloniformes","Hemiramphidae","Hyporhamphus","Hyporhamphus ihi","Hyporhamphus ihi","Halfbeak","High","pelagic-neritic"
