"area_name","scientific_name","common_name","trawl_perc_rep","trawl_perc_tot","stockid"
"Southeast U.S. Continental Shelf","Sardinella aurita","Round sardinella",NA,NA,"Southeast U.S. Continental Shelf-Sardinella aurita"
"Southeast U.S. Continental Shelf","Sciaenidae","Drums, croakers",NA,NA,"Southeast U.S. Continental Shelf-Sciaenidae"
"Southeast U.S. Continental Shelf","Sciaenops ocellatus","Red drum",0.0229568560785369,0.0229568560785369,"Southeast U.S. Continental Shelf-Sciaenops ocellatus"
"Southeast U.S. Continental Shelf","Scomber scombrus","Atlantic mackerel",30.0083415036408,30.0083415036408,"Southeast U.S. Continental Shelf-Scomber scombrus"
"Southeast U.S. Continental Shelf","Scomberomorus","Spanish mackerels",NA,NA,"Southeast U.S. Continental Shelf-Scomberomorus"
"Southeast U.S. Continental Shelf","Scomberomorus cavalla","King mackerel",0,0,"Southeast U.S. Continental Shelf-Scomberomorus cavalla"
"Southeast U.S. Continental Shelf","Scomberomorus maculatus","Atlantic Spanish mackerel",0.0141266718709021,0.0141266718709021,"Southeast U.S. Continental Shelf-Scomberomorus maculatus"
"Southeast U.S. Continental Shelf","Scomberomorus regalis","Cero",0,0,"Southeast U.S. Continental Shelf-Scomberomorus regalis"
"Southeast U.S. Continental Shelf","Scombridae","Mackerels, tunas, bonitos",50,50,"Southeast U.S. Continental Shelf-Scombridae"
"Southeast U.S. Continental Shelf","Scorpaeniformes","Scorpionfishes, flatheads",NA,NA,"Southeast U.S. Continental Shelf-Scorpaeniformes"
"Southeast U.S. Continental Shelf","Scyllaridae","Slipper lobsters",20,20,"Southeast U.S. Continental Shelf-Scyllaridae"
"Southeast U.S. Continental Shelf","Scyphozoa","True jellyfishes",100,100,"Southeast U.S. Continental Shelf-Scyphozoa"
"Southeast U.S. Continental Shelf","Selar crumenophthalmus","Bigeye scad",0,0,"Southeast U.S. Continental Shelf-Selar crumenophthalmus"
"Southeast U.S. Continental Shelf","Selene setapinnis","Atlantic moonfish",0,0,"Southeast U.S. Continental Shelf-Selene setapinnis"
"Southeast U.S. Continental Shelf","Selene vomer","Lookdown",0,0,"Southeast U.S. Continental Shelf-Selene vomer"
"Southeast U.S. Continental Shelf","Seriola dumerili","Greater amberjack",16.6666666666667,16.6666666666667,"Southeast U.S. Continental Shelf-Seriola dumerili"
"Southeast U.S. Continental Shelf","Seriola zonata","Banded rudderfish",NA,NA,"Southeast U.S. Continental Shelf-Seriola zonata"
"Southeast U.S. Continental Shelf","Serranidae","Basses, groupers, hinds",0,0,"Southeast U.S. Continental Shelf-Serranidae"
"Southeast U.S. Continental Shelf","Sicyonia brevirostris","Rock shrimp",55.5555555555556,55.5555555555556,"Southeast U.S. Continental Shelf-Sicyonia brevirostris"
"Southeast U.S. Continental Shelf","Siluriformes","Catfishes",NA,NA,"Southeast U.S. Continental Shelf-Siluriformes"
"Southeast U.S. Continental Shelf","Sparidae","Porgies, seabreams",0,0,"Southeast U.S. Continental Shelf-Sparidae"
"Southeast U.S. Continental Shelf","Sparisoma aurofrenatum","Redband parrotfish",NA,NA,"Southeast U.S. Continental Shelf-Sparisoma aurofrenatum"
"Southeast U.S. Continental Shelf","Sparisoma chrysopterum","Redtail parrotfish",NA,NA,"Southeast U.S. Continental Shelf-Sparisoma chrysopterum"
"Southeast U.S. Continental Shelf","Sparisoma rubripinne","Redfin parrotfish",NA,NA,"Southeast U.S. Continental Shelf-Sparisoma rubripinne"
"Southeast U.S. Continental Shelf","Sparisoma viride","Stoplight parrotfish",NA,NA,"Southeast U.S. Continental Shelf-Sparisoma viride"
"Southeast U.S. Continental Shelf","Sphoeroides","Puffers",NA,NA,"Southeast U.S. Continental Shelf-Sphoeroides"
"Southeast U.S. Continental Shelf","Sphoeroides maculatus","Northern puffer",9.60708773109408,9.60708773109408,"Southeast U.S. Continental Shelf-Sphoeroides maculatus"
"Southeast U.S. Continental Shelf","Sphyraena","Barracudas, sennets",0,0,"Southeast U.S. Continental Shelf-Sphyraena"
"Southeast U.S. Continental Shelf","Sphyraena barracuda","Great barracuda",0,0,"Southeast U.S. Continental Shelf-Sphyraena barracuda"
"Southeast U.S. Continental Shelf","Sphyraena guachancho","Guachanche barracuda",NA,NA,"Southeast U.S. Continental Shelf-Sphyraena guachancho"
"Southeast U.S. Continental Shelf","Sphyraena picudilla","Southern sennet",NA,NA,"Southeast U.S. Continental Shelf-Sphyraena picudilla"
"Southeast U.S. Continental Shelf","Sphyrna","Hammerhead sharks",0,0,"Southeast U.S. Continental Shelf-Sphyrna"
"Southeast U.S. Continental Shelf","Sphyrna lewini","Scalloped hammerhead",0,0,"Southeast U.S. Continental Shelf-Sphyrna lewini"
"Southeast U.S. Continental Shelf","Sphyrna mokarran","Great hammerhead",0,0,"Southeast U.S. Continental Shelf-Sphyrna mokarran"
"Southeast U.S. Continental Shelf","Sphyrna tiburo","Bonnethead",0,0,"Southeast U.S. Continental Shelf-Sphyrna tiburo"
"Southeast U.S. Continental Shelf","Sphyrna zygaena","Smooth hammerhead",NA,NA,"Southeast U.S. Continental Shelf-Sphyrna zygaena"
"Southeast U.S. Continental Shelf","Sphyrnidae","Hammer, bonnet, scoophead sharks",0,0,"Southeast U.S. Continental Shelf-Sphyrnidae"
"Southeast U.S. Continental Shelf","Spisula solidissima","Atlantic surf clam",0,0,"Southeast U.S. Continental Shelf-Spisula solidissima"
"Southeast U.S. Continental Shelf","Squalidae","Dogfish sharks",100,100,"Southeast U.S. Continental Shelf-Squalidae"
"Southeast U.S. Continental Shelf","Squalus acanthias","Piked dogfish",50,50,"Southeast U.S. Continental Shelf-Squalus acanthias"
"Southeast U.S. Continental Shelf","Stenotomus chrysops","Scup",100,100,"Southeast U.S. Continental Shelf-Stenotomus chrysops"
"Southeast U.S. Continental Shelf","Stephanolepis hispidus","Planehead filefish",NA,NA,"Southeast U.S. Continental Shelf-Stephanolepis hispidus"
"Southeast U.S. Continental Shelf","Stomolophus","Cannonball jellies",100,100,"Southeast U.S. Continental Shelf-Stomolophus"
"Southeast U.S. Continental Shelf","Stromateidae","Butterfishes",NA,NA,"Southeast U.S. Continental Shelf-Stromateidae"
"Southeast U.S. Continental Shelf","Symphurus plagusia","Duskycheek tonguefish",NA,NA,"Southeast U.S. Continental Shelf-Symphurus plagusia"
"Southeast U.S. Continental Shelf","Tautoga onitis","Tautog",16.6666666666667,16.6666666666667,"Southeast U.S. Continental Shelf-Tautoga onitis"
"Southeast U.S. Continental Shelf","Tetraodontidae","Puffers, tobies",0,0,"Southeast U.S. Continental Shelf-Tetraodontidae"
"Southeast U.S. Continental Shelf","Tetrapturus pfluegeri","Longbill spearfish",0,0,"Southeast U.S. Continental Shelf-Tetrapturus pfluegeri"
"Southeast U.S. Continental Shelf","Teuthida","Squids",88.6030628207777,88.6030628207777,"Southeast U.S. Continental Shelf-Teuthida"
"Southeast U.S. Continental Shelf","Thunnus","Tunas",0,0,"Southeast U.S. Continental Shelf-Thunnus"
"Southeast U.S. Continental Shelf","Thunnus alalunga","Albacore",16.6666666666667,16.6666666666667,"Southeast U.S. Continental Shelf-Thunnus alalunga"
"Southeast U.S. Continental Shelf","Thunnus albacares","Yellowfin tuna",16.6666666666667,16.6666666666667,"Southeast U.S. Continental Shelf-Thunnus albacares"
"Southeast U.S. Continental Shelf","Thunnus atlanticus","Blackfin tuna",0,0,"Southeast U.S. Continental Shelf-Thunnus atlanticus"
"Southeast U.S. Continental Shelf","Thunnus obesus","Bigeye tuna",0,0,"Southeast U.S. Continental Shelf-Thunnus obesus"
"Southeast U.S. Continental Shelf","Thunnus thynnus","Atlantic bluefin tuna",0,0,"Southeast U.S. Continental Shelf-Thunnus thynnus"
"Southeast U.S. Continental Shelf","Trachinotus","Pompanos",16.6666666666667,16.6666666666667,"Southeast U.S. Continental Shelf-Trachinotus"
"Southeast U.S. Continental Shelf","Trachinotus carolinus","Florida pompano",0.383237988854111,0.383237988854111,"Southeast U.S. Continental Shelf-Trachinotus carolinus"
"Southeast U.S. Continental Shelf","Trachinotus goodei","Great pompano",NA,NA,"Southeast U.S. Continental Shelf-Trachinotus goodei"
"Southeast U.S. Continental Shelf","Trachurus lathami","Rough scad",NA,NA,"Southeast U.S. Continental Shelf-Trachurus lathami"
"Southeast U.S. Continental Shelf","Trichiurus lepturus","Largehead hairtail",2.43675955175152,2.43675955175152,"Southeast U.S. Continental Shelf-Trichiurus lepturus"
"Southeast U.S. Continental Shelf","Triglidae","Searobins, gurnards",63.1213377768368,63.1213377768368,"Southeast U.S. Continental Shelf-Triglidae"
"Southeast U.S. Continental Shelf","Tylosurus","Needlefishes",NA,NA,"Southeast U.S. Continental Shelf-Tylosurus"
"Southeast U.S. Continental Shelf","Uraspis secunda","Cottonmouth jack",NA,NA,"Southeast U.S. Continental Shelf-Uraspis secunda"
"Southeast U.S. Continental Shelf","Urophycis chuss","Red hake",100,100,"Southeast U.S. Continental Shelf-Urophycis chuss"
"Southeast U.S. Continental Shelf","Veneridae","Venus clams",0,0,"Southeast U.S. Continental Shelf-Veneridae"
"Southeast U.S. Continental Shelf","Xiphias gladius","Swordfish",0,0,"Southeast U.S. Continental Shelf-Xiphias gladius"
"Southeast U.S. Continental Shelf","Xiphiidae","Swordfishes",0,0,"Southeast U.S. Continental Shelf-Xiphiidae"
"Southeast U.S. Continental Shelf","Xiphopenaeus kroyeri","Atlantic seabob",66.6666666666667,66.6666666666667,"Southeast U.S. Continental Shelf-Xiphopenaeus kroyeri"
"Southeast U.S. Continental Shelf","Zenopsis conchifer","Silvery John dory",100,100,"Southeast U.S. Continental Shelf-Zenopsis conchifer"
"Southwest Australian Shelf","Alopias","Thresher sharks",0,0,"Southwest Australian Shelf-Alopias"
"Southwest Australian Shelf","Alopias vulpinus","Thresher",0,0,"Southwest Australian Shelf-Alopias vulpinus"
"Southwest Australian Shelf","Arripis georgianus","Ruff",0,0,"Southwest Australian Shelf-Arripis georgianus"
"Southwest Australian Shelf","Arripis trutta","Australian salmon",0,0,"Southwest Australian Shelf-Arripis trutta"
"Southwest Australian Shelf","Auxis","Bullet and frigate tunas",0,0,"Southwest Australian Shelf-Auxis"
"Southwest Australian Shelf","Auxis thazard","Frigate tuna",0,0,"Southwest Australian Shelf-Auxis thazard"
"Southwest Australian Shelf","Berycidae","Alfonsinos, redfishes",75.8481854935181,75.8481854935181,"Southwest Australian Shelf-Berycidae"
"Southwest Australian Shelf","Beryx decadactylus","Alfonsino",100,100,"Southwest Australian Shelf-Beryx decadactylus"
"Southwest Australian Shelf","Beryx splendens","Splendid alfonsino",71.4285714285714,71.4285714285714,"Southwest Australian Shelf-Beryx splendens"
"Southwest Australian Shelf","Bivalvia","Clams",100,100,"Southwest Australian Shelf-Bivalvia"
"Southwest Australian Shelf","Bothidae","Lefteye flounders",0,0,"Southwest Australian Shelf-Bothidae"
"Southwest Australian Shelf","Callorhinchus milii","Ghost shark",0,0,"Southwest Australian Shelf-Callorhinchus milii"
"Southwest Australian Shelf","Carangidae","Jacks, pompanos",9.06517859890715,9.06517859890715,"Southwest Australian Shelf-Carangidae"
"Southwest Australian Shelf","Caranx","Jacks",50,50,"Southwest Australian Shelf-Caranx"
"Southwest Australian Shelf","Carcharhinidae","Requiem sharks",0,0,"Southwest Australian Shelf-Carcharhinidae"
"Southwest Australian Shelf","Carcharhinus","Sharp-nosed sharks",0,0,"Southwest Australian Shelf-Carcharhinus"
"Southwest Australian Shelf","Carcharhinus brachyurus","Copper shark",0,0,"Southwest Australian Shelf-Carcharhinus brachyurus"
"Southwest Australian Shelf","Carcharhinus longimanus","Oceanic whitetip shark",0,0,"Southwest Australian Shelf-Carcharhinus longimanus"
"Southwest Australian Shelf","Carcharhinus obscurus","Dusky shark",0,0,"Southwest Australian Shelf-Carcharhinus obscurus"
"Southwest Australian Shelf","Carcharias taurus","Sand tiger shark",0,0,"Southwest Australian Shelf-Carcharias taurus"
"Southwest Australian Shelf","Centriscidae","Snipefishes, shrimpfishes",100,100,"Southwest Australian Shelf-Centriscidae"
"Southwest Australian Shelf","Centrolophidae","Medusafishes",71.4285714285714,71.4285714285714,"Southwest Australian Shelf-Centrolophidae"
"Southwest Australian Shelf","Cephalopholis","Hinds",100,100,"Southwest Australian Shelf-Cephalopholis"
"Southwest Australian Shelf","Cephalopoda","Squids, cuttlefishes, octopuses",NA,NA,"Southwest Australian Shelf-Cephalopoda"
"Southwest Australian Shelf","Chanos chanos","Milkfish",100,100,"Southwest Australian Shelf-Chanos chanos"
"Southwest Australian Shelf","Charybdis","Whirlpool swimming crabs",0,0,"Southwest Australian Shelf-Charybdis"
"Southwest Australian Shelf","Chelidonichthys kumu","Bluefin gurnard",79.635273927019,79.635273927019,"Southwest Australian Shelf-Chelidonichthys kumu"
"Southwest Australian Shelf","Chimaeriformes","Chimaeras",100,100,"Southwest Australian Shelf-Chimaeriformes"
"Southwest Australian Shelf","Chondrichthyes","Sharks, rays, chimaeras",0,0,"Southwest Australian Shelf-Chondrichthyes"
"Southwest Australian Shelf","Clupeidae","Herrings, sardines, menhadens",0,0,"Southwest Australian Shelf-Clupeidae"
"Southwest Australian Shelf","Congridae","Conger, garden eels",0,0,"Southwest Australian Shelf-Congridae"
"Southwest Australian Shelf","Cookeolus japonicus","Longfinned bullseye",100,100,"Southwest Australian Shelf-Cookeolus japonicus"
"Southwest Australian Shelf","Coryphaena hippurus","Common dolphinfish",0,0,"Southwest Australian Shelf-Coryphaena hippurus"
"Southwest Australian Shelf","Dalatias licha","Kitefin shark",0,0,"Southwest Australian Shelf-Dalatias licha"
"Southwest Australian Shelf","Decapoda","Crabs, lobsters, shrimps",73.3205022066274,73.3205022066274,"Southwest Australian Shelf-Decapoda"
"Southwest Australian Shelf","Decapterus","Scads",5.96225822489323,5.96225822489323,"Southwest Australian Shelf-Decapterus"
"Southwest Australian Shelf","Dendrobranchiata","Shrimps and prawns",99.9598296781737,99.9598296781737,"Southwest Australian Shelf-Dendrobranchiata"
"Southwest Australian Shelf","Donax","Bean clams",100,100,"Southwest Australian Shelf-Donax"
"Southwest Australian Shelf","Echinodermata","Sea urchins, stars, cucumbers",0,0,"Southwest Australian Shelf-Echinodermata"
"Southwest Australian Shelf","Elasmobranchii","Sharks, rays, skates",0,0,"Southwest Australian Shelf-Elasmobranchii"
"Southwest Australian Shelf","Emmelichthys nitidus nitidus","Cape bonnetmouth",52.3733486889221,52.3733486889221,"Southwest Australian Shelf-Emmelichthys nitidus nitidus"
"Southwest Australian Shelf","Etmopterus","Lanternsharks",0,0,"Southwest Australian Shelf-Etmopterus"
"Southwest Australian Shelf","Galeocerdo cuvier","Tiger shark",0,0,"Southwest Australian Shelf-Galeocerdo cuvier"
"Southwest Australian Shelf","Galeorhinus galeus","Tope shark",0,0,"Southwest Australian Shelf-Galeorhinus galeus"
"Southwest Australian Shelf","Gempylidae","Snake mackerels",0,0,"Southwest Australian Shelf-Gempylidae"
"Southwest Australian Shelf","Genypterus","Genypterid cuskeels",16.6666666666667,16.6666666666667,"Southwest Australian Shelf-Genypterus"
"Southwest Australian Shelf","Genypterus blacodes","Pink cusk-eel",79.5728958301878,79.5728958301878,"Southwest Australian Shelf-Genypterus blacodes"
"Southwest Australian Shelf","Geryon","Deepsea crabs",0,0,"Southwest Australian Shelf-Geryon"
"Southwest Australian Shelf","Girella tricuspidata","Parore",0,0,"Southwest Australian Shelf-Girella tricuspidata"
"Southwest Australian Shelf","Haemulidae","Grunts, sweetlips, bonnetmouths",1.24402771486587,1.24402771486587,"Southwest Australian Shelf-Haemulidae"
"Southwest Australian Shelf","Halargyreus johnsonii","Slender codling",NA,NA,"Southwest Australian Shelf-Halargyreus johnsonii"
"Southwest Australian Shelf","Haliotidae","Abalones, ear shells",0,0,"Southwest Australian Shelf-Haliotidae"
"Southwest Australian Shelf","Haliotis","Abalones",0,0,"Southwest Australian Shelf-Haliotis"
"Southwest Australian Shelf","Haliotis rubra","Blacklip abalone",0,0,"Southwest Australian Shelf-Haliotis rubra"
"Southwest Australian Shelf","Hemiramphidae","Halfbeaks, garfishes",0,0,"Southwest Australian Shelf-Hemiramphidae"
"Southwest Australian Shelf","Hemiramphus","Halfbeaks",100,100,"Southwest Australian Shelf-Hemiramphus"
"Southwest Australian Shelf","Heptranchias perlo","Sharpnose sevengill shark",0,0,"Southwest Australian Shelf-Heptranchias perlo"
"Southwest Australian Shelf","Holothuriidae","Fleshy sea cucumbers",50,50,"Southwest Australian Shelf-Holothuriidae"
"Southwest Australian Shelf","Hoplostethus atlanticus","Orange roughy",83.3333333333333,83.3333333333333,"Southwest Australian Shelf-Hoplostethus atlanticus"
"Southwest Australian Shelf","Hyperoglyphe antarctica","Bluenose warehou",0,0,"Southwest Australian Shelf-Hyperoglyphe antarctica"
"Southwest Australian Shelf","Istiompax indica","Black marlin",0,0,"Southwest Australian Shelf-Istiompax indica"
"Southwest Australian Shelf","Istiophoridae","Billfishes",0,0,"Southwest Australian Shelf-Istiophoridae"
"Southwest Australian Shelf","Istiophorus platypterus","Indo-Pacific sailfish",0,0,"Southwest Australian Shelf-Istiophorus platypterus"
"Southwest Australian Shelf","Isurus","Mako sharks",0,0,"Southwest Australian Shelf-Isurus"
"Southwest Australian Shelf","Isurus oxyrinchus","Shortfin mako",0,0,"Southwest Australian Shelf-Isurus oxyrinchus"
"Southwest Australian Shelf","Jasus edwardsii","Red rock lobster",0,0,"Southwest Australian Shelf-Jasus edwardsii"
"Southwest Australian Shelf","Kajikia audax","Striped marlin",0,0,"Southwest Australian Shelf-Kajikia audax"
"Southwest Australian Shelf","Katsuwonus pelamis","Skipjack tuna",0,0,"Southwest Australian Shelf-Katsuwonus pelamis"
"Southwest Australian Shelf","Kyphosidae","Sea chubs, knifefishes, niblers",43.8876579976077,43.8876579976077,"Southwest Australian Shelf-Kyphosidae"
"Southwest Australian Shelf","Lamna nasus","Porbeagle",0,0,"Southwest Australian Shelf-Lamna nasus"
"Southwest Australian Shelf","Lampris guttatus","Opah",0,0,"Southwest Australian Shelf-Lampris guttatus"
"Southwest Australian Shelf","Lepidocybium flavobrunneum","Escolar",0,0,"Southwest Australian Shelf-Lepidocybium flavobrunneum"
"Southwest Australian Shelf","Lepidopus caudatus","Silver scabbardfish",100,100,"Southwest Australian Shelf-Lepidopus caudatus"
"Southwest Australian Shelf","Lepidorhynchus denticulatus","Thorntooth grenadier",NA,NA,"Southwest Australian Shelf-Lepidorhynchus denticulatus"
"Southwest Australian Shelf","Lethrinidae","Emperors, scavengers",79.9999999994805,79.9999999994805,"Southwest Australian Shelf-Lethrinidae"
"Southwest Australian Shelf","Lethrinus","Emperors",79.9999999816145,79.9999999816145,"Southwest Australian Shelf-Lethrinus"
"Southwest Australian Shelf","Lethrinus miniatus","Trumpet emperor",100,100,"Southwest Australian Shelf-Lethrinus miniatus"
"Southwest Australian Shelf","Lobotes surinamensis","Tripletail",0,0,"Southwest Australian Shelf-Lobotes surinamensis"
"Southwest Australian Shelf","Lutjanidae","Snappers",0,0,"Southwest Australian Shelf-Lutjanidae"
"Southwest Australian Shelf","Lutjanus","Snappers",80.0000000001028,80.0000000001028,"Southwest Australian Shelf-Lutjanus"
"Southwest Australian Shelf","Macrouridae","Grenadiers, rattails",79.9999999976731,79.9999999976731,"Southwest Australian Shelf-Macrouridae"
"Southwest Australian Shelf","Macruronus novaezelandiae","Blue grenadier",80.0000000000014,80.0000000000014,"Southwest Australian Shelf-Macruronus novaezelandiae"
"Southwest Australian Shelf","Makaira","Blue marlins",0,0,"Southwest Australian Shelf-Makaira"
"Southwest Australian Shelf","Marine fishes not identified","Marine fishes nei",73.233827011051,73.233827011051,"Southwest Australian Shelf-Marine fishes not identified"
"Southwest Australian Shelf","Marine pelagic fishes not identified","Pelagic fishes",0,0,"Southwest Australian Shelf-Marine pelagic fishes not identified"
"Southwest Australian Shelf","Miscellaneous aquatic invertebrates","Aquatic invertebrates",100,100,"Southwest Australian Shelf-Miscellaneous aquatic invertebrates"
"Southwest Australian Shelf","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei",16.6666666666667,16.6666666666667,"Southwest Australian Shelf-Miscellaneous marine crustaceans"
"Southwest Australian Shelf","Mollusca","Clams, seasnails, squids, octopuses",0,0,"Southwest Australian Shelf-Mollusca"
"Southwest Australian Shelf","Monacanthidae","Filefishes",67.9914882763525,67.9914882763525,"Southwest Australian Shelf-Monacanthidae"
"Southwest Australian Shelf","Mora moro","Common mora",55.5555555555556,55.5555555555556,"Southwest Australian Shelf-Mora moro"
"Southwest Australian Shelf","Moridae","Codlings, moras",16.6666666666667,16.6666666666667,"Southwest Australian Shelf-Moridae"
"Southwest Australian Shelf","Mugil","Grey mullets",30.7526881588948,30.7526881588948,"Southwest Australian Shelf-Mugil"
"Southwest Australian Shelf","Mugil cephalus","Flathead grey mullet",0,0,"Southwest Australian Shelf-Mugil cephalus"
"Southwest Australian Shelf","Mugilidae","Mullets, grey mullets",16.6666666666667,16.6666666666667,"Southwest Australian Shelf-Mugilidae"
"Southwest Australian Shelf","Mullidae","Goatfishes",0,0,"Southwest Australian Shelf-Mullidae"
"Southwest Australian Shelf","Myliobatidae","Eagle/manta rays",0,0,"Southwest Australian Shelf-Myliobatidae"
"Southwest Australian Shelf","Nemadactylus","Porae",0,0,"Southwest Australian Shelf-Nemadactylus"
"Southwest Australian Shelf","Nemadactylus macropterus","Tarakihi",0,0,"Southwest Australian Shelf-Nemadactylus macropterus"
"Southwest Australian Shelf","Neocyttus rhomboidalis","Spiky oreo",83.3333333333333,83.3333333333333,"Southwest Australian Shelf-Neocyttus rhomboidalis"
"Southwest Australian Shelf","Neritidae","Nerites snails",0,0,"Southwest Australian Shelf-Neritidae"
"Southwest Australian Shelf","Notorynchus cepedianus","Broadnose sevengill shark",0,0,"Southwest Australian Shelf-Notorynchus cepedianus"
"Southwest Australian Shelf","Ommastrephidae","Arrow squids",0,0,"Southwest Australian Shelf-Ommastrephidae"
"Southwest Australian Shelf","Oreosomatidae","Oreos",100,100,"Southwest Australian Shelf-Oreosomatidae"
"Southwest Australian Shelf","Ostreidae","True oysters",NA,NA,"Southwest Australian Shelf-Ostreidae"
"Southwest Australian Shelf","Pagrus auratus","Silver seabream",0,0,"Southwest Australian Shelf-Pagrus auratus"
"Southwest Australian Shelf","Palinuridae","Spiny lobsters",NA,NA,"Southwest Australian Shelf-Palinuridae"
"Southwest Australian Shelf","Paristiopterus labiosus","Giant boarfish",100,100,"Southwest Australian Shelf-Paristiopterus labiosus"
"Southwest Australian Shelf","Parupeneus","Parupeneid goatfishes",100,100,"Southwest Australian Shelf-Parupeneus"
"Southwest Australian Shelf","Penaeidae","Commercial shrimps and prawns",98.8765412154187,98.8765412154187,"Southwest Australian Shelf-Penaeidae"
"Southwest Australian Shelf","Pentaceros decacanthus","Bigspined boarfish",29.642581697133,29.642581697133,"Southwest Australian Shelf-Pentaceros decacanthus"
"Southwest Australian Shelf","Perciformes","Perch-likes",95.0121779788105,95.0121779788105,"Southwest Australian Shelf-Perciformes"
"Southwest Australian Shelf","Pinna bicolor","Bicolor pen shell",NA,NA,"Southwest Australian Shelf-Pinna bicolor"
"Southwest Australian Shelf","Plagiogeneion rubiginosum","Rubyfish",100,100,"Southwest Australian Shelf-Plagiogeneion rubiginosum"
"Southwest Australian Shelf","Plectorhinchus","Sweetlips",28.5714285714286,28.5714285714286,"Southwest Australian Shelf-Plectorhinchus"
"Southwest Australian Shelf","Pleuronectiformes","Flatfishes",100,100,"Southwest Australian Shelf-Pleuronectiformes"
"Southwest Australian Shelf","Polyprion oxygeneios","Hapuka",0,0,"Southwest Australian Shelf-Polyprion oxygeneios"
"Southwest Australian Shelf","Pomatomus saltatrix","Bluefish",0,0,"Southwest Australian Shelf-Pomatomus saltatrix"
"Southwest Australian Shelf","Portunidae","Swimming crabs",0,0,"Southwest Australian Shelf-Portunidae"
"Southwest Australian Shelf","Portunus","Swimmer crabs",0,0,"Southwest Australian Shelf-Portunus"
"Southwest Australian Shelf","Portunus pelagicus","Blue swimming crab",66.6854757489089,66.6854757489089,"Southwest Australian Shelf-Portunus pelagicus"
"Southwest Australian Shelf","Portunus sanguinolentus","Three-spot swimming crab",0,0,"Southwest Australian Shelf-Portunus sanguinolentus"
"Southwest Australian Shelf","Priacanthidae","Bigeyes, catalufas",0,0,"Southwest Australian Shelf-Priacanthidae"
"Southwest Australian Shelf","Prionace glauca","Blue shark",0,0,"Southwest Australian Shelf-Prionace glauca"
"Southwest Australian Shelf","Pristidae","Sawfishes",0,0,"Southwest Australian Shelf-Pristidae"
"Southwest Australian Shelf","Pristiophorus","Sawsharks",88.8735644774607,88.8735644774607,"Southwest Australian Shelf-Pristiophorus"
"Southwest Australian Shelf","Pseudocaranx dentex","White trevally",36.2914408171136,36.2914408171136,"Southwest Australian Shelf-Pseudocaranx dentex"
"Southwest Australian Shelf","Pseudocyttus maculatus","Smooth oreo dory",100,100,"Southwest Australian Shelf-Pseudocyttus maculatus"
"Southwest Australian Shelf","Pseudophycis bachus","Red codling",37.5,37.5,"Southwest Australian Shelf-Pseudophycis bachus"
"Southwest Australian Shelf","Pteriomorphia","Clams, cockles, arkshells",NA,NA,"Southwest Australian Shelf-Pteriomorphia"
"Southwest Australian Shelf","Pterygotrigla polyommata","Latchet",99.2705025614631,99.2705025614631,"Southwest Australian Shelf-Pterygotrigla polyommata"
"Southwest Australian Shelf","Rachycentron canadum","Cobia",0,0,"Southwest Australian Shelf-Rachycentron canadum"
"Southwest Australian Shelf","Regalecus glesne","King of herrings",0,0,"Southwest Australian Shelf-Regalecus glesne"
"Southwest Australian Shelf","Rexea solandri","Silver gemfish",80.0000000000459,80.0000000000459,"Southwest Australian Shelf-Rexea solandri"
"Southwest Australian Shelf","Rhombosolea","Rhombosolid flounders",0,0,"Southwest Australian Shelf-Rhombosolea"
"Southwest Australian Shelf","Ruvettus pretiosus","Oilfish",0,0,"Southwest Australian Shelf-Ruvettus pretiosus"
"Southwest Australian Shelf","Sardinella","Sardinellas",0,0,"Southwest Australian Shelf-Sardinella"
"Southwest Australian Shelf","Sardinops sagax","Pacific sardine",12.6224444938226,12.6224444938226,"Southwest Australian Shelf-Sardinops sagax"
"Southwest Australian Shelf","Saurida","Lizardfishes",100,100,"Southwest Australian Shelf-Saurida"
"Southwest Australian Shelf","Scaridae","Parrotfishes",0,0,"Southwest Australian Shelf-Scaridae"
"Southwest Australian Shelf","Scomber australasicus","Blue mackerel",0,0,"Southwest Australian Shelf-Scomber australasicus"
"Southwest Australian Shelf","Scomberomorus","Spanish mackerels",0,0,"Southwest Australian Shelf-Scomberomorus"
"Southwest Australian Shelf","Scombridae","Mackerels, tunas, bonitos",0,0,"Southwest Australian Shelf-Scombridae"
"Southwest Australian Shelf","Scombroidea","Tunas, bonitos, billfishes",0,0,"Southwest Australian Shelf-Scombroidea"
"Southwest Australian Shelf","Scorpaenidae","Scorpionfishes, rockfishes",0,0,"Southwest Australian Shelf-Scorpaenidae"
"Southwest Australian Shelf","Scorpaeniformes","Scorpionfishes, flatheads",85.6731706964469,85.6731706964469,"Southwest Australian Shelf-Scorpaeniformes"
"Southwest Australian Shelf","Scyliorhinidae","Cat/swellsharks",0,0,"Southwest Australian Shelf-Scyliorhinidae"
"Southwest Australian Shelf","Scylla","Mud crabs",NA,NA,"Southwest Australian Shelf-Scylla"
"Southwest Australian Shelf","Scyphozoa","True jellyfishes",0,0,"Southwest Australian Shelf-Scyphozoa"
"Southwest Australian Shelf","Seriola","Amberjacks",0.891748317383541,0.891748317383541,"Southwest Australian Shelf-Seriola"
"Southwest Australian Shelf","Seriola lalandi","Yellowtail amberjack",19.8777705187051,19.8777705187051,"Southwest Australian Shelf-Seriola lalandi"
