"area_name","scientific_name","common_name","trawl_perc_rep","trawl_perc_tot","stockid"
"Caribbean Sea","Penaeidae","Commercial shrimps and prawns",28.1889123692029,28.1889123692029,"Caribbean Sea-Penaeidae"
"Caribbean Sea","Peprilus","Harvestfishes",NA,NA,"Caribbean Sea-Peprilus"
"Caribbean Sea","Peprilus paru","American harvestfish",1.36921569760581,1.36921569760581,"Caribbean Sea-Peprilus paru"
"Caribbean Sea","Perciformes","Perch-likes",NA,NA,"Caribbean Sea-Perciformes"
"Caribbean Sea","Petromyzon marinus","Sea lamprey",0,0,"Caribbean Sea-Petromyzon marinus"
"Caribbean Sea","Pleoticus robustus","Royal red shrimp",99.9982349751459,99.9982349751459,"Caribbean Sea-Pleoticus robustus"
"Caribbean Sea","Pleuronectiformes","Flatfishes",53.1993128694006,53.1993128694006,"Caribbean Sea-Pleuronectiformes"
"Caribbean Sea","Pogonias cromis","Black drum",0.611380648102453,0.611380648102453,"Caribbean Sea-Pogonias cromis"
"Caribbean Sea","Polydactylus octonemus","Atlantic threadfin",NA,NA,"Caribbean Sea-Polydactylus octonemus"
"Caribbean Sea","Polynemidae","Threadfins",NA,NA,"Caribbean Sea-Polynemidae"
"Caribbean Sea","Pomacentridae","Damselfishes",0,0,"Caribbean Sea-Pomacentridae"
"Caribbean Sea","Pomadasys","Grunters",NA,NA,"Caribbean Sea-Pomadasys"
"Caribbean Sea","Pomadasys corvinaeformis","Roughneck grunt",0,0,"Caribbean Sea-Pomadasys corvinaeformis"
"Caribbean Sea","Pomatomus saltatrix","Bluefish",0.41406676206364,0.41406676206364,"Caribbean Sea-Pomatomus saltatrix"
"Caribbean Sea","Porichthys","Midshipman",NA,NA,"Caribbean Sea-Porichthys"
"Caribbean Sea","Porichthys plectrodon","Atlantic midshipman",NA,NA,"Caribbean Sea-Porichthys plectrodon"
"Caribbean Sea","Portunidae","Swimming crabs",90.259468483248,90.259468483248,"Caribbean Sea-Portunidae"
"Caribbean Sea","Priacanthidae","Bigeyes, catalufas",0.121217071850661,0.121217071850661,"Caribbean Sea-Priacanthidae"
"Caribbean Sea","Priacanthus","Bigeyes",0,0,"Caribbean Sea-Priacanthus"
"Caribbean Sea","Priacanthus arenatus","Atlantic bigeye",30.3946467071298,30.3946467071298,"Caribbean Sea-Priacanthus arenatus"
"Caribbean Sea","Prionace glauca","Blue shark",31.6207562415541,31.6207562415541,"Caribbean Sea-Prionace glauca"
"Caribbean Sea","Prionotus","Saw-back searobins",100,100,"Caribbean Sea-Prionotus"
"Caribbean Sea","Prionotus rubio","Blackwing searobin",NA,NA,"Caribbean Sea-Prionotus rubio"
"Caribbean Sea","Pristidae","Sawfishes",37.5,37.5,"Caribbean Sea-Pristidae"
"Caribbean Sea","Pristipomoides","Jobfishes",0,0,"Caribbean Sea-Pristipomoides"
"Caribbean Sea","Pristipomoides macrophthalmus","Cardinal snapper",0,0,"Caribbean Sea-Pristipomoides macrophthalmus"
"Caribbean Sea","Rachycentridae","Cobias",0.249962003616057,0.249962003616057,"Caribbean Sea-Rachycentridae"
"Caribbean Sea","Rachycentron canadum","Cobia",0,0,"Caribbean Sea-Rachycentron canadum"
"Caribbean Sea","Rajidae","Stingrays",NA,NA,"Caribbean Sea-Rajidae"
"Caribbean Sea","Rajiformes","Skates and rays",0.00516178172605374,0.00516178172605374,"Caribbean Sea-Rajiformes"
"Caribbean Sea","Rhinobatidae","Guitarfishes, fanrays",100,100,"Caribbean Sea-Rhinobatidae"
"Caribbean Sea","Rhizoprionodon porosus","Caribbean sharpnose shark",NA,NA,"Caribbean Sea-Rhizoprionodon porosus"
"Caribbean Sea","Rhizoprionodon terraenovae","Atlantic sharpnose shark",0,0,"Caribbean Sea-Rhizoprionodon terraenovae"
"Caribbean Sea","Rhomboplites aurorubens","Vermilion snapper",0,0,"Caribbean Sea-Rhomboplites aurorubens"
"Caribbean Sea","Ruvettus pretiosus","Oilfish",0,0,"Caribbean Sea-Ruvettus pretiosus"
"Caribbean Sea","Sarda sarda","Atlantic bonito",47.8149978495573,47.8149978495573,"Caribbean Sea-Sarda sarda"
"Caribbean Sea","Sardinella aurita","Round sardinella",0,0,"Caribbean Sea-Sardinella aurita"
"Caribbean Sea","Sardinella brasiliensis","Brazilian sardinella",0,0,"Caribbean Sea-Sardinella brasiliensis"
"Caribbean Sea","Sciaenidae","Drums, croakers",3.10069439805762,3.10069439805762,"Caribbean Sea-Sciaenidae"
"Caribbean Sea","Sciaenops ocellatus","Red drum",0.0236261469408764,0.0236261469408764,"Caribbean Sea-Sciaenops ocellatus"
"Caribbean Sea","Scomber","Chub mackerels",0,0,"Caribbean Sea-Scomber"
"Caribbean Sea","Scomberomorus","Spanish mackerels",0.154784694310227,0.154784694310227,"Caribbean Sea-Scomberomorus"
"Caribbean Sea","Scomberomorus brasiliensis","Serra Spanish mackerel",0,0,"Caribbean Sea-Scomberomorus brasiliensis"
"Caribbean Sea","Scomberomorus cavalla","King mackerel",0,0,"Caribbean Sea-Scomberomorus cavalla"
"Caribbean Sea","Scomberomorus maculatus","Atlantic Spanish mackerel",0.00699199946731766,0.00699199946731766,"Caribbean Sea-Scomberomorus maculatus"
"Caribbean Sea","Scomberomorus regalis","Cero",0,0,"Caribbean Sea-Scomberomorus regalis"
"Caribbean Sea","Scombridae","Mackerels, tunas, bonitos",0,0,"Caribbean Sea-Scombridae"
"Caribbean Sea","Scombroidea","Tunas, bonitos, billfishes",0,0,"Caribbean Sea-Scombroidea"
"Caribbean Sea","Scorpaeniformes","Scorpionfishes, flatheads",NA,NA,"Caribbean Sea-Scorpaeniformes"
"Caribbean Sea","Scyllaridae","Slipper lobsters",0.0298434223599874,0.0298434223599874,"Caribbean Sea-Scyllaridae"
"Caribbean Sea","Scyphozoa","True jellyfishes",74.9657559418964,74.9657559418964,"Caribbean Sea-Scyphozoa"
"Caribbean Sea","Selar crumenophthalmus","Bigeye scad",23.8802940129421,23.8802940129421,"Caribbean Sea-Selar crumenophthalmus"
"Caribbean Sea","Selene setapinnis","Atlantic moonfish",0,0,"Caribbean Sea-Selene setapinnis"
"Caribbean Sea","Selene vomer","Lookdown",0,0,"Caribbean Sea-Selene vomer"
"Caribbean Sea","Seriola dumerili","Greater amberjack",16.6666666666667,16.6666666666667,"Caribbean Sea-Seriola dumerili"
"Caribbean Sea","Seriola zonata","Banded rudderfish",0,0,"Caribbean Sea-Seriola zonata"
"Caribbean Sea","Serranidae","Basses, groupers, hinds",0.391942618898945,0.391942618898945,"Caribbean Sea-Serranidae"
"Caribbean Sea","Sicyonia brevirostris","Rock shrimp",99.9999620816096,99.9999620816096,"Caribbean Sea-Sicyonia brevirostris"
"Caribbean Sea","Siluriformes","Catfishes",NA,NA,"Caribbean Sea-Siluriformes"
"Caribbean Sea","Sparidae","Porgies, seabreams",1.654753501628,1.654753501628,"Caribbean Sea-Sparidae"
"Caribbean Sea","Sparisoma aurofrenatum","Redband parrotfish",0,0,"Caribbean Sea-Sparisoma aurofrenatum"
"Caribbean Sea","Sparisoma chrysopterum","Redtail parrotfish",0,0,"Caribbean Sea-Sparisoma chrysopterum"
"Caribbean Sea","Sparisoma rubripinne","Redfin parrotfish",0,0,"Caribbean Sea-Sparisoma rubripinne"
"Caribbean Sea","Sparisoma viride","Stoplight parrotfish",0,0,"Caribbean Sea-Sparisoma viride"
"Caribbean Sea","Sphyraena","Barracudas, sennets",0,0,"Caribbean Sea-Sphyraena"
"Caribbean Sea","Sphyraena barracuda","Great barracuda",0,0,"Caribbean Sea-Sphyraena barracuda"
"Caribbean Sea","Sphyraena guachancho","Guachanche barracuda",NA,NA,"Caribbean Sea-Sphyraena guachancho"
"Caribbean Sea","Sphyraena picudilla","Southern sennet",0,0,"Caribbean Sea-Sphyraena picudilla"
"Caribbean Sea","Sphyraenidae","Barracudas",0.0725757534397269,0.0725757534397269,"Caribbean Sea-Sphyraenidae"
"Caribbean Sea","Sphyrna","Hammerhead sharks",0,0,"Caribbean Sea-Sphyrna"
"Caribbean Sea","Sphyrna lewini","Scalloped hammerhead",0,0,"Caribbean Sea-Sphyrna lewini"
"Caribbean Sea","Sphyrna mokarran","Great hammerhead",0,0,"Caribbean Sea-Sphyrna mokarran"
"Caribbean Sea","Sphyrna tiburo","Bonnethead",0,0,"Caribbean Sea-Sphyrna tiburo"
"Caribbean Sea","Sphyrna zygaena","Smooth hammerhead",0,0,"Caribbean Sea-Sphyrna zygaena"
"Caribbean Sea","Sphyrnidae","Hammer, bonnet, scoophead sharks",0.365791569840173,0.365791569840173,"Caribbean Sea-Sphyrnidae"
"Caribbean Sea","Spisula solidissima","Atlantic surf clam",0,0,"Caribbean Sea-Spisula solidissima"
"Caribbean Sea","Squalidae","Dogfish sharks",100,100,"Caribbean Sea-Squalidae"
"Caribbean Sea","Squaliformes","Bramble, sleeper, dogfish sharks",0,0,"Caribbean Sea-Squaliformes"
"Caribbean Sea","Squalus acanthias","Piked dogfish",50,50,"Caribbean Sea-Squalus acanthias"
"Caribbean Sea","Stenotomus chrysops","Scup",100,100,"Caribbean Sea-Stenotomus chrysops"
"Caribbean Sea","Stephanolepis hispidus","Planehead filefish",NA,NA,"Caribbean Sea-Stephanolepis hispidus"
"Caribbean Sea","Stomolophus","Cannonball jellies",91.5835705575196,91.5835705575196,"Caribbean Sea-Stomolophus"
"Caribbean Sea","Stromateidae","Butterfishes",1.44135160922512,1.44135160922512,"Caribbean Sea-Stromateidae"
"Caribbean Sea","Symphurus plagusia","Duskycheek tonguefish",NA,NA,"Caribbean Sea-Symphurus plagusia"
"Caribbean Sea","Tetraodontidae","Puffers, tobies",99.1830331093473,99.1830331093473,"Caribbean Sea-Tetraodontidae"
"Caribbean Sea","Tetrapturus pfluegeri","Longbill spearfish",0,0,"Caribbean Sea-Tetrapturus pfluegeri"
"Caribbean Sea","Teuthida","Squids",54.0055359784104,54.0055359784104,"Caribbean Sea-Teuthida"
"Caribbean Sea","Thunnus","Tunas",0,0,"Caribbean Sea-Thunnus"
"Caribbean Sea","Thunnus alalunga","Albacore",16.6666666666667,16.6666666666667,"Caribbean Sea-Thunnus alalunga"
"Caribbean Sea","Thunnus albacares","Yellowfin tuna",16.6666666666667,16.6666666666667,"Caribbean Sea-Thunnus albacares"
"Caribbean Sea","Thunnus atlanticus","Blackfin tuna",16.6666666666667,16.6666666666667,"Caribbean Sea-Thunnus atlanticus"
"Caribbean Sea","Thunnus obesus","Bigeye tuna",16.6666666666667,16.6666666666667,"Caribbean Sea-Thunnus obesus"
"Caribbean Sea","Thunnus thynnus","Atlantic bluefin tuna",16.6666666666667,16.6666666666667,"Caribbean Sea-Thunnus thynnus"
"Caribbean Sea","Tivela mactroides","Trigonal tivela",0,0,"Caribbean Sea-Tivela mactroides"
"Caribbean Sea","Trachinotus","Pompanos",0,0,"Caribbean Sea-Trachinotus"
"Caribbean Sea","Trachinotus carolinus","Florida pompano",0.332829778767561,0.332829778767561,"Caribbean Sea-Trachinotus carolinus"
"Caribbean Sea","Trachinotus goodei","Great pompano",0,0,"Caribbean Sea-Trachinotus goodei"
"Caribbean Sea","Trachurus lathami","Rough scad",71.4285714285714,71.4285714285714,"Caribbean Sea-Trachurus lathami"
"Caribbean Sea","Triakidae","Houndsharks",0,0,"Caribbean Sea-Triakidae"
"Caribbean Sea","Trichiuridae","Cutlassfishes",16.3628665139629,16.3628665139629,"Caribbean Sea-Trichiuridae"
"Caribbean Sea","Trichiurus lepturus","Largehead hairtail",0.0105212151366243,0.0105212151366243,"Caribbean Sea-Trichiurus lepturus"
"Caribbean Sea","Triglidae","Searobins, gurnards",2.40437647443158,2.40437647443158,"Caribbean Sea-Triglidae"
"Caribbean Sea","Tylosurus","Needlefishes",0,0,"Caribbean Sea-Tylosurus"
"Caribbean Sea","Tylosurus crocodilus","Hound needlefish",0,0,"Caribbean Sea-Tylosurus crocodilus"
"Caribbean Sea","Uraspis secunda","Cottonmouth jack",0,0,"Caribbean Sea-Uraspis secunda"
"Caribbean Sea","Veneridae","Venus clams",NA,NA,"Caribbean Sea-Veneridae"
"Caribbean Sea","Xiphias gladius","Swordfish",0.208163483698144,0.208163483698144,"Caribbean Sea-Xiphias gladius"
"Caribbean Sea","Xiphiidae","Swordfishes",0,0,"Caribbean Sea-Xiphiidae"
"Caribbean Sea","Xiphopenaeus kroyeri","Atlantic seabob",62.5,62.5,"Caribbean Sea-Xiphopenaeus kroyeri"
"Caribbean Sea","Zenopsis conchifer","Silvery John dory",100,100,"Caribbean Sea-Zenopsis conchifer"
"Celtic-Biscay Shelf","Acipenser sturio","Sturgeon",0,0,"Celtic-Biscay Shelf-Acipenser sturio"
"Celtic-Biscay Shelf","Acipenseridae","Sturgeons",25,25,"Celtic-Biscay Shelf-Acipenseridae"
"Celtic-Biscay Shelf","Aequipecten opercularis","Queen scallop",3.79934971777646,3.79934971777646,"Celtic-Biscay Shelf-Aequipecten opercularis"
"Celtic-Biscay Shelf","Alepocephalus bairdii","Baird's slickhead",40,40,"Celtic-Biscay Shelf-Alepocephalus bairdii"
"Celtic-Biscay Shelf","Alepocephalus rostratus","Rissos smooth-head",0,0,"Celtic-Biscay Shelf-Alepocephalus rostratus"
"Celtic-Biscay Shelf","Alopias","Thresher sharks",3.02940871063784,3.02940871063784,"Celtic-Biscay Shelf-Alopias"
"Celtic-Biscay Shelf","Alopias vulpinus","Thresher",46.3041873037445,46.3041873037445,"Celtic-Biscay Shelf-Alopias vulpinus"
"Celtic-Biscay Shelf","Alosa","Shads",34.0355883307225,34.0355883307225,"Celtic-Biscay Shelf-Alosa"
"Celtic-Biscay Shelf","Alosa alosa","Allis shad",44.5394046421677,44.5394046421677,"Celtic-Biscay Shelf-Alosa alosa"
"Celtic-Biscay Shelf","Alosa fallax","Twaite shad",57.6241436997074,57.6241436997074,"Celtic-Biscay Shelf-Alosa fallax"
"Celtic-Biscay Shelf","Amblyraja hyperborea","Arctic skate",50,50,"Celtic-Biscay Shelf-Amblyraja hyperborea"
"Celtic-Biscay Shelf","Ammodytidae","Sand lances",21.8847909172005,21.8847909172005,"Celtic-Biscay Shelf-Ammodytidae"
"Celtic-Biscay Shelf","Anarhichadidae","Wolffishes, wolfeels",0,0,"Celtic-Biscay Shelf-Anarhichadidae"
"Celtic-Biscay Shelf","Anarhichas","Wolffishes",50,50,"Celtic-Biscay Shelf-Anarhichas"
"Celtic-Biscay Shelf","Anarhichas lupus","Atlantic wolffish",17.0004099175365,17.0004099175365,"Celtic-Biscay Shelf-Anarhichas lupus"
"Celtic-Biscay Shelf","Anarhichas minor","Spotted wolffish",0,0,"Celtic-Biscay Shelf-Anarhichas minor"
"Celtic-Biscay Shelf","Anguilla","Eels",NA,NA,"Celtic-Biscay Shelf-Anguilla"
"Celtic-Biscay Shelf","Anguilla anguilla","European eel",0.831346503516836,0.831346503516836,"Celtic-Biscay Shelf-Anguilla anguilla"
"Celtic-Biscay Shelf","Anguilliformes","Eels, morays",NA,NA,"Celtic-Biscay Shelf-Anguilliformes"
"Celtic-Biscay Shelf","Anomura","Craylets, squat lobsters, hermits",0,0,"Celtic-Biscay Shelf-Anomura"
"Celtic-Biscay Shelf","Aphanopus carbo","Black scabbardfish",98.4544664348025,98.4544664348025,"Celtic-Biscay Shelf-Aphanopus carbo"
"Celtic-Biscay Shelf","Aphanopus intermedius","Intermediate scabbardfish",0,0,"Celtic-Biscay Shelf-Aphanopus intermedius"
"Celtic-Biscay Shelf","Argentina","Argentines",99.5241926079805,99.5241926079805,"Celtic-Biscay Shelf-Argentina"
"Celtic-Biscay Shelf","Argentina silus","Greater argentine",86.3436593471124,86.3436593471124,"Celtic-Biscay Shelf-Argentina silus"
"Celtic-Biscay Shelf","Argentina sphyraena","European argentine",56.2726666139811,56.2726666139811,"Celtic-Biscay Shelf-Argentina sphyraena"
"Celtic-Biscay Shelf","Argyrosomus regius","Meagre",0,0,"Celtic-Biscay Shelf-Argyrosomus regius"
"Celtic-Biscay Shelf","Aristeidae","Aristeid shrimps",0,0,"Celtic-Biscay Shelf-Aristeidae"
"Celtic-Biscay Shelf","Arnoglossus laterna","Mediterranean scaldfish",NA,NA,"Celtic-Biscay Shelf-Arnoglossus laterna"
"Celtic-Biscay Shelf","Asterias rubens","Red starfish",NA,NA,"Celtic-Biscay Shelf-Asterias rubens"
"Celtic-Biscay Shelf","Asteroidea","True sea stars",100,100,"Celtic-Biscay Shelf-Asteroidea"
"Celtic-Biscay Shelf","Asterozoa","Starfishes and brittlestars",0,0,"Celtic-Biscay Shelf-Asterozoa"
"Celtic-Biscay Shelf","Atherina presbyter","Sand smelt",0,0,"Celtic-Biscay Shelf-Atherina presbyter"
"Celtic-Biscay Shelf","Atherinidae","Silversides",0,0,"Celtic-Biscay Shelf-Atherinidae"
"Celtic-Biscay Shelf","Auxis","Bullet and frigate tunas",0,0,"Celtic-Biscay Shelf-Auxis"
"Celtic-Biscay Shelf","Auxis rochei","Bullet tuna",1.04881209534085,1.04881209534085,"Celtic-Biscay Shelf-Auxis rochei"
"Celtic-Biscay Shelf","Auxis thazard","Frigate tuna",61.6960183073593,61.6960183073593,"Celtic-Biscay Shelf-Auxis thazard"
"Celtic-Biscay Shelf","Balistes capriscus","Grey triggerfish",0,0,"Celtic-Biscay Shelf-Balistes capriscus"
"Celtic-Biscay Shelf","Balistidae","Triggerfishes",0,0,"Celtic-Biscay Shelf-Balistidae"
"Celtic-Biscay Shelf","Batoidea","Batoids, skates, rays, sawfishes",0,0,"Celtic-Biscay Shelf-Batoidea"
"Celtic-Biscay Shelf","Belone belone","Garfish",16.6666917333124,16.6666917333124,"Celtic-Biscay Shelf-Belone belone"
"Celtic-Biscay Shelf","Berycidae","Alfonsinos, redfishes",0,0,"Celtic-Biscay Shelf-Berycidae"
"Celtic-Biscay Shelf","Beryx","Alfonsinos",30.8760147370385,30.8760147370385,"Celtic-Biscay Shelf-Beryx"
"Celtic-Biscay Shelf","Beryx decadactylus","Alfonsino",0,0,"Celtic-Biscay Shelf-Beryx decadactylus"
"Celtic-Biscay Shelf","Beryx splendens","Splendid alfonsino",0,0,"Celtic-Biscay Shelf-Beryx splendens"
"Celtic-Biscay Shelf","Bivalvia","Clams",1.06813175251731,1.06813175251731,"Celtic-Biscay Shelf-Bivalvia"
"Celtic-Biscay Shelf","Boops boops","Bogue",8.55589175783093,8.55589175783093,"Celtic-Biscay Shelf-Boops boops"
"Celtic-Biscay Shelf","Bothidae","Lefteye flounders",48.75,48.75,"Celtic-Biscay Shelf-Bothidae"
"Celtic-Biscay Shelf","Brachyura","Marine crabs",26.9689274530675,26.9689274530675,"Celtic-Biscay Shelf-Brachyura"
"Celtic-Biscay Shelf","Brama brama","Atlantic pomfret",15.0461776311664,15.0461776311664,"Celtic-Biscay Shelf-Brama brama"
"Celtic-Biscay Shelf","Bramidae","Pomfrets",0,0,"Celtic-Biscay Shelf-Bramidae"
"Celtic-Biscay Shelf","Brosme brosme","Tusk",4.88729889272355,4.88729889272355,"Celtic-Biscay Shelf-Brosme brosme"
"Celtic-Biscay Shelf","Buccinidae","Buccinidae",64.1418192528439,64.1418192528439,"Celtic-Biscay Shelf-Buccinidae"
"Celtic-Biscay Shelf","Buccinum undatum","Whelk",0.160618122139344,0.160618122139344,"Celtic-Biscay Shelf-Buccinum undatum"
"Celtic-Biscay Shelf","Callista chione","Smooth callista",31.6666666621667,31.6666666621667,"Celtic-Biscay Shelf-Callista chione"
"Celtic-Biscay Shelf","Cancer pagurus","Edible crab",18.9285081756722,18.9285081756722,"Celtic-Biscay Shelf-Cancer pagurus"
"Celtic-Biscay Shelf","Caproidae","Boarfishes",68.3820203666642,68.3820203666642,"Celtic-Biscay Shelf-Caproidae"
"Celtic-Biscay Shelf","Capros aper","Boarfish",61.6612155977369,61.6612155977369,"Celtic-Biscay Shelf-Capros aper"
"Celtic-Biscay Shelf","Carangidae","Jacks, pompanos",3.34399510853841,3.34399510853841,"Celtic-Biscay Shelf-Carangidae"
"Celtic-Biscay Shelf","Caranx","Jacks",0,0,"Celtic-Biscay Shelf-Caranx"
"Celtic-Biscay Shelf","Caranx hippos","Crevalle jack",0,0,"Celtic-Biscay Shelf-Caranx hippos"
"Celtic-Biscay Shelf","Carcharhinidae","Requiem sharks",50,50,"Celtic-Biscay Shelf-Carcharhinidae"
"Celtic-Biscay Shelf","Carcharhiniformes","Ground sharks",100,100,"Celtic-Biscay Shelf-Carcharhiniformes"
"Celtic-Biscay Shelf","Carcinus maenas","Green crab",10.32781711908,10.32781711908,"Celtic-Biscay Shelf-Carcinus maenas"
"Celtic-Biscay Shelf","Cardiidae","Cockles",31.6666666672948,31.6666666672948,"Celtic-Biscay Shelf-Cardiidae"
"Celtic-Biscay Shelf","Cardium edule","Common edible cockle",31.6405058095952,31.6405058095952,"Celtic-Biscay Shelf-Cardium edule"
"Celtic-Biscay Shelf","Centrolophidae","Medusafishes",0,0,"Celtic-Biscay Shelf-Centrolophidae"
"Celtic-Biscay Shelf","Centrophorus granulosus","Gulper shark",24.9992710519043,24.9992710519043,"Celtic-Biscay Shelf-Centrophorus granulosus"
"Celtic-Biscay Shelf","Centrophorus squamosus","Leafscale gulper shark",50.2869238003482,50.2869238003482,"Celtic-Biscay Shelf-Centrophorus squamosus"
"Celtic-Biscay Shelf","Centroscyllium fabricii","Black dogfish",95.0915252620895,95.0915252620895,"Celtic-Biscay Shelf-Centroscyllium fabricii"
"Celtic-Biscay Shelf","Centroscymnus coelolepis","Portuguese dogfish",43.4069518147311,43.4069518147311,"Celtic-Biscay Shelf-Centroscymnus coelolepis"
"Celtic-Biscay Shelf","Centroscymnus crepidater","Longnose velvet dogfish",33.3395367098827,33.3395367098827,"Celtic-Biscay Shelf-Centroscymnus crepidater"
"Celtic-Biscay Shelf","Cephalopoda","Squids, cuttlefishes, octopuses",1.88944166402282,1.88944166402282,"Celtic-Biscay Shelf-Cephalopoda"
"Celtic-Biscay Shelf","Cepola macrophthalma","Red bandfish",0,0,"Celtic-Biscay Shelf-Cepola macrophthalma"
"Celtic-Biscay Shelf","Cerastoderma edule","Common cockle",13.4455451782272,13.4455451782272,"Celtic-Biscay Shelf-Cerastoderma edule"
"Celtic-Biscay Shelf","Cetorhinus maximus","Basking shark",20,20,"Celtic-Biscay Shelf-Cetorhinus maximus"
"Celtic-Biscay Shelf","Chaceon affinis","Deepsea red crab",0,0,"Celtic-Biscay Shelf-Chaceon affinis"
"Celtic-Biscay Shelf","Chamelea gallina","Striped venus",0,0,"Celtic-Biscay Shelf-Chamelea gallina"
"Celtic-Biscay Shelf","Chelidonichthys cuculus","Red gurnard",13.3948192256497,13.3948192256497,"Celtic-Biscay Shelf-Chelidonichthys cuculus"
"Celtic-Biscay Shelf","Chelidonichthys lucerna","Tub gurnard",47.8865068014557,47.8865068014557,"Celtic-Biscay Shelf-Chelidonichthys lucerna"
"Celtic-Biscay Shelf","Chelon labrosus","Thicklip grey mullet",0.000183491666420484,0.000183491666420484,"Celtic-Biscay Shelf-Chelon labrosus"
"Celtic-Biscay Shelf","Chimaera monstrosa","Rabbit fish",79.3317876065666,79.3317876065666,"Celtic-Biscay Shelf-Chimaera monstrosa"
"Celtic-Biscay Shelf","Chimaeriformes","Chimaeras",99.7531012497367,99.7531012497367,"Celtic-Biscay Shelf-Chimaeriformes"
"Celtic-Biscay Shelf","Chondrichthyes","Sharks, rays, chimaeras",35.2320489518087,35.2320489518087,"Celtic-Biscay Shelf-Chondrichthyes"
"Celtic-Biscay Shelf","Citharus linguatula","Spotted flounder",33.5140177075419,33.5140177075419,"Celtic-Biscay Shelf-Citharus linguatula"
"Celtic-Biscay Shelf","Clupea harengus","Atlantic herring",92.2783924295196,92.2783924295196,"Celtic-Biscay Shelf-Clupea harengus"
"Celtic-Biscay Shelf","Clupeidae","Herrings, sardines, menhadens",8.35045031356609,8.35045031356609,"Celtic-Biscay Shelf-Clupeidae"
"Celtic-Biscay Shelf","Clupeiformes","Herrings, shads, anchovies",44.4444444444444,44.4444444444444,"Celtic-Biscay Shelf-Clupeiformes"
"Celtic-Biscay Shelf","Conger conger","European conger",4.63300083913384,4.63300083913384,"Celtic-Biscay Shelf-Conger conger"
"Celtic-Biscay Shelf","Congridae","Conger, garden eels",0,0,"Celtic-Biscay Shelf-Congridae"
"Celtic-Biscay Shelf","Coris julis","Mediterranean rainbow wrasse",0,0,"Celtic-Biscay Shelf-Coris julis"
"Celtic-Biscay Shelf","Coryphaena hippurus","Common dolphinfish",0,0,"Celtic-Biscay Shelf-Coryphaena hippurus"
"Celtic-Biscay Shelf","Coryphaenoides rupestris","Roundnose grenadier",26.6564428383778,26.6564428383778,"Celtic-Biscay Shelf-Coryphaenoides rupestris"
"Celtic-Biscay Shelf","Crangon crangon","Common shrimp",39.8773282989008,39.8773282989008,"Celtic-Biscay Shelf-Crangon crangon"
"Celtic-Biscay Shelf","Crangonidae","Brown shrimps",53.3324220430415,53.3324220430415,"Celtic-Biscay Shelf-Crangonidae"
"Celtic-Biscay Shelf","Crassostrea","Cupped oysters",17.1579425102106,17.1579425102106,"Celtic-Biscay Shelf-Crassostrea"
"Celtic-Biscay Shelf","Crassostrea gigas","Pacific cupped oyster",0.000142459735438211,0.000142459735438211,"Celtic-Biscay Shelf-Crassostrea gigas"
"Celtic-Biscay Shelf","Cyclopterus lumpus","Lumpfish",20,20,"Celtic-Biscay Shelf-Cyclopterus lumpus"
"Celtic-Biscay Shelf","Cyprinidae","Carps, barbels, other cyprinids",100,100,"Celtic-Biscay Shelf-Cyprinidae"
"Celtic-Biscay Shelf","Dalatias licha","Kitefin shark",40.1152362608102,40.1152362608102,"Celtic-Biscay Shelf-Dalatias licha"
"Celtic-Biscay Shelf","Dasyatidae","Whiptail stingrays",0,0,"Celtic-Biscay Shelf-Dasyatidae"
"Celtic-Biscay Shelf","Dasyatis","Rough whip stingrays",16.7478077759043,16.7478077759043,"Celtic-Biscay Shelf-Dasyatis"
"Celtic-Biscay Shelf","Dasyatis pastinaca","Common stingray",17.6135283160234,17.6135283160234,"Celtic-Biscay Shelf-Dasyatis pastinaca"
"Celtic-Biscay Shelf","Deania calcea","Birdbeak dogfish",19.9342519940476,19.9342519940476,"Celtic-Biscay Shelf-Deania calcea"
"Celtic-Biscay Shelf","Decapoda","Crabs, lobsters, shrimps",22.3734692330717,22.3734692330717,"Celtic-Biscay Shelf-Decapoda"
"Celtic-Biscay Shelf","Dendrobranchiata","Shrimps and prawns",28.160068124921,28.160068124921,"Celtic-Biscay Shelf-Dendrobranchiata"
"Celtic-Biscay Shelf","Dentex","Toothed seabreams",16.6666666666667,16.6666666666667,"Celtic-Biscay Shelf-Dentex"
"Celtic-Biscay Shelf","Dentex dentex","Common dentex",4.76190476047619,4.76190476047619,"Celtic-Biscay Shelf-Dentex dentex"
"Celtic-Biscay Shelf","Dentex gibbosus","Pink dentex",0,0,"Celtic-Biscay Shelf-Dentex gibbosus"
"Celtic-Biscay Shelf","Dentex maroccanus","Morocco dentex",0,0,"Celtic-Biscay Shelf-Dentex maroccanus"
"Celtic-Biscay Shelf","Dicentrarchus","Seabasses",63.6646937593796,63.6646937593796,"Celtic-Biscay Shelf-Dicentrarchus"
"Celtic-Biscay Shelf","Dicentrarchus labrax","European seabass",18.5287453423665,18.5287453423665,"Celtic-Biscay Shelf-Dicentrarchus labrax"
"Celtic-Biscay Shelf","Dicentrarchus punctatus","Spotted seabass",16.8244170348361,16.8244170348361,"Celtic-Biscay Shelf-Dicentrarchus punctatus"
"Celtic-Biscay Shelf","Dicologlossa cuneata","Wedge sole",31.4038782069622,31.4038782069622,"Celtic-Biscay Shelf-Dicologlossa cuneata"
"Celtic-Biscay Shelf","Diplodus","Two-toothed seabreams",14.7893547781123,14.7893547781123,"Celtic-Biscay Shelf-Diplodus"
