"source","stockid","lme","comm_name","species","year","biomass_mt","er","bbmsy","uumsy","msy_mt","bmsy_mt","umsy","r","k_mt"
"RAM","GPOCTOGA","Gulf of Alaska","Giant pacific octopus","Enteroctopus dofleini",2014,6110,0.212765957446809,2.37174794345386,0.764394805209749,717.062634983616,2576.15908,0.278345635,0.334014762,6410.3081619456
"RAM","GRAMBERGM","Gulf of Mexico","Greater amberjack","Seriola dumerili",2012,3860,0.254663212435233,0.473345413972856,1.15909090909091,1632.93264002,7422.421091,0.22,0.264,18469.3588491571
"RAM","GRAMBERSATLC","Southeast U.S. Continental Shelf","Greater amberjack","Seriola dumerili",2006,5620,0.0494661921708185,1.0979381443299,0.298662775738561,909.449999379,5491,0.165625569,0.1987506828,13663.36512
"RAM","GRNSTROCKPCOAST","California Current","Greenstriped rockfish","Sebastes elongatus",2009,29200,0.000315068493150685,2.81510544384502,0.00439882697947214,803.00000011,11774.19355,0.0682,0.08184,29297.961294336
"RAM","GRSHRIMPMEDGSA10","Mediterranean Sea","Giant red shrimp","Aristaeomorpha foliacea",2014,666.021139744292,0.681660044866302,1.01225610663168,1.39692307692308,408.260996297449,657.9571468,0.620497852,0.7445974224,1637.20792752538
"RAM","GRSHRIMPMEDGSA18-19","Mediterranean Sea","Giant red shrimp","Aristaeomorpha foliacea",2014,1870.1928787884,0.175382979862748,1.8189150352736,1.10238095238095,860.401004417041,1028.191445,0.836810118,1.0041721416,2558.4693364224
"RAM","GRSHRIMPMEDGSA9","Mediterranean Sea","Giant red shrimp","Aristaeomorpha foliacea",2014,226.014367122276,0.0743315578292907,1.33482702206354,0.26078431372549,66.166366889165,169.3210906,0.390774514,0.4689294168,421.325056161792
"RAM","GRSPROCKNCAL","California Current","Greenspotted rockfish","Sebastes chlorostictus",2010,1190,0.000336134453781513,1.21641791044776,0,58.8,840,0.07,0.084,2090.1888
"RAM","GRSPROCKSCAL","California Current","Greenspotted rockfish","Sebastes chlorostictus",2010,1920,0.00588541666666667,1.59444444444444,0.116666666666667,55.900000002,931.6666667,0.06,0.072,2318.28480008294
"RAM","GSTRGZRSTA7","New Zealand Shelf","Giant stargazer","Kathetostoma giganteum",2007,3873.53906166393,0.247319049775757,1.43,1.09773552219206,608.000000019338,5906.399978,0.102939185,0.123527022,14697.013193257
"RAM","HAD3LNO","Labrador - Newfoundland","Haddock","Melanogrammus aeglefinus",2013,16400,0.0136585365853659,2.14921623364609,0.00333948170207409,2925.90428043244,7630.688687,0.383439084,0.4601269008,18987.5952736358
"RAM","HAD4X5Y","Northeast U.S. Continental Shelf","Haddock","Melanogrammus aeglefinus",2013,36600,0.0961748633879781,NA,0.262987645587086,17344.1031767717,47426.99598,0.36570107,0.438841284,118013.542636954
"RAM","HAD5Y","Northeast U.S. Continental Shelf","Haddock","Melanogrammus aeglefinus",2014,18408.2594866007,0.0554099099234479,2.22799048237076,0.549145299145299,1083.00000121193,8262.270253,0.131077775,0.15729333,20559.172315945
"RAM","HADFAPL","Faroe Plateau","Haddock","Melanogrammus aeglefinus",2014,14200,0.22887323943662,0.481547957798888,2.15151515151515,44387.4723594454,97711.61395,0.454270179,0.5451242148,243137.763224064
"RAM","HADGB","Northeast U.S. Continental Shelf","Haddock","Melanogrammus aeglefinus",2014,236857.766087317,0.0785281407794041,1.38504155124654,0.615384615384615,24899.9999605904,171011.3071,0.145604407,0.1747252884,425530.855683072
"RAM","HADICE","Iceland Shelf and Sea","Haddock","Melanogrammus aeglefinus",2014,128000,0.26484375,1.67777777777778,0.6725,84928.1916763415,362843.3914,0.234062942,0.2808755304,902870.467688448
"RAM","HADNEAR","Barents Sea","Haddock","Melanogrammus aeglefinus",2014,1030000,0.172815533980583,8.45,0.428571428571429,198328.489204586,905047.1418,0.219136087,0.2629633044,2252046.90388378
"RAM","HADVIIb-k","Celtic-Biscay Shelf","Haddock","Melanogrammus aeglefinus",2014,60600,0.214521452145215,2.49,1.325,16466.0342439968,65742.14795,0.250463892,0.3005566704,163587.501586944
"RAM","HAKEMEDGSA1-7","Mediterranean Sea","Hake","Merluccius merluccius",2014,17381.3872950827,0.271554848866138,1.39252419854916,2.87179487179487,7562.57686052782,12481.92837,0.605882091,0.7270585092,31059.0320016384
"RAM","HAKEMEDGSA19","Mediterranean Sea","Hake","Merluccius merluccius",2014,2504.61031173016,0.303041154324598,1.79754263974402,4.86111111111111,1092.76594784093,1393.352378,0.784271061,0.9411252732,3467.10658922496
"RAM","HAKEMEDGSA7","Mediterranean Sea","Hake","Merluccius merluccius",2012,1210.45164508259,0.91701308723015,0.265026476406115,16.7272727272727,2271.69557421567,4567.285735,0.497384159,0.5968609908,11364.8684401152
"RAM","HAKEMEDGSA9-11","Mediterranean Sea","Hake","Merluccius merluccius",2014,6208.63951678236,0.49447225784354,1.07237354612878,5.25,3383.78901444847,5789.623904,0.584457483,0.7013489796,14406.4369528013
"RAM","HAKENRTN","Celtic-Biscay Shelf","Hake","Merluccius merluccius",2014,339000,0.286135693215339,6.02222222222222,0.821428571428571,80812.7783780295,271388.2829,0.297775488,0.3573305856,675300.892105728
"RAM","HAKESOTH","Iberian Coastal","Hake","Merluccius merluccius",2014,21200,0.683962264150943,1.54954954954955,3.136,14274.1994150501,39990.16642,0.356942736,0.4283312832,99508.3309062144
"RAM","HERR4RFA","Labrador - Newfoundland","Herring","Clupea harengus",2002,70781.0931326055,0.0635602457929205,1.51312964868069,0.337546101234243,8808.33039545624,46777.94345,0.188300933,0.2259611196,116398.492245504
"RAM","HERR4RSP","Labrador - Newfoundland","Herring","Clupea harengus",2002,77100,0.10280541457847,0.822305193956309,0.792004718824282,12170.5320468057,93760.80872,0.129804043,0.1557648516,233306.89555415
"RAM","HERR4TFA","Scotian Shelf","Herring","Clupea harengus",2013,199058.1550942,0.172813819075742,0.9062881639875,0.543068251268441,69893.6499298842,219641.1285,0.318217496,0.3818609952,546537.41286912
"RAM","HERR4TSP","Scotian Shelf","Herring","Clupea harengus",2013,30128.3018056329,0.0564253508534013,0.377354109133747,0.22083805044873,20399.8011121576,79840.9268,0.255505565,0.306606678,198669.774974976
"RAM","HERR4VWX","Scotian Shelf","Herring","Clupea harengus",2012,663890.813980867,0.0716985368641835,1.97846096679375,0.256967666183451,131890.060259195,335559.2176,0.393045559,0.4716546708,834978.712338432
"RAM","HERRCC","Gulf of Alaska","Pacific herring","Clupea pallasii pallasii",2014,34560.5822790857,0.0144673488415898,0.802929796281327,0.0554285705479931,11234.6294057346,43043.09348,0.261008875,0.31321065,107104.990368154
"RAM","HERRIsum","Iceland Shelf and Sea","Herring","Clupea harengus",2014,675031.119594798,0.140734252454947,1.54212454212454,1.25909090909091,129042.170852719,538483.6977,0.239639884,0.2875678608,1339919.75466086
"RAM","HERRNWATLC","Northeast U.S. Continental Shelf","Herring","Clupea harengus",2014,877480.534405978,0.108606397821138,2.00228189429366,0.666666666666667,77246.9997799651,438240.2582,0.176266325,0.21151959,1090481.99928422
"RAM","HERRPWS","Gulf of Alaska","Pacific herring","Clupea pallasii pallasii",2006,9500,0,0.213760007741226,0,7111.25034127152,44442.36366,0.160010624,0.1920127488,110586.822342451
"RAM","HERRRIGA","Baltic Sea","Herring","Clupea harengus",2014,157000,0.167515923566879,2.15,0.81875,30136.9397055115,114210.9385,0.26387087,0.316645044,284193.36248832
"RAM","HERRSOG","Gulf of Alaska","Pacific herring","Clupea pallasii pallasii",2014,150092.184238724,0.13714049871685,1.39051239942549,0.452182871296819,32736.694775099,107940.1984,0.303285479,0.3639425748,268589.754482688
"RAM","HERRTOG","East Bering Sea","Pacific herring","Clupea pallasii pallasii",2010,133000,0.179699248120301,1.95852688151273,0.288306543662388,42397.486411248,67908.18204,0.624335465,0.749202558,168977.287533773
"RAM","HERRVIa","Celtic-Biscay Shelf","Herring","Clupea harengus",2013,114000,0.201754385964912,1.05066666666667,1.34,91953.1297623355,594800.4692,0.154594918,0.1855139016,1480053.90351974
"RAM","HMACKIIa-IVa-Vb-VIa-VII-VIII","North Sea","Horse mackerel","Trachurus trachurus",2014,1080000,0.125925925925926,1.05201033800357,1.0462962962963,277614.101568599,2482583.665,0.111824671,0.1341896052,6177462.5852928
"RAM","HMACKIXa","Iberian Coastal","Horse mackerel","Trachurus trachurus",2014,576637.977489205,0.0502915193450693,2.90055248618785,0.422727272727273,36418.4385561958,217741.109,0.167255686,0.2007068232,541809.55634688
"RAM","HMACKWA","Canary Current","Horse mackerel","Trachurus trachurus",2010,153000,0.718954248366013,0.900969920618661,2.32258064516129,97254.4600121971,169816.99,0.572701589,0.6872419068,422559.0125568
"RAM","HOKIENZ","New Zealand Shelf","Hoki","Macruronus novaezelandiae",2014,319151.176684491,0.176092097117845,1.56118257607524,0.29,73099.999995,252068.9655,0.29,0.348,627228.24823296
"RAM","HOKIWNZ","New Zealand Shelf","Hoki","Macruronus novaezelandiae",2014,405483.859228859,0.222203665939627,1.13989516839449,0.548,119800,479200,0.25,0.3,1192402.944
"RAM","JAMBERJPN","Kuroshio Current","Japanese amberjack","Seriola quinqueradiata",2013,294000,0.448979591836735,0.335920093007876,2.05013512254217,134880.3276987,615891.9073,0.219,0.2628,1532536.15077274
"RAM","JANCHOPJPN","Kuroshio Current","Japanese anchovy","Engraulis japonicus",2013,625000,0.248,1.1690314530682,0.551111111111111,265609.597185,590243.5493,0.45,0.54,1468714.82859418
"RAM","JANCHOSETO","Kuroshio Current","Japanese anchovy","Engraulis japonicus",2013,257000,0.277431906614786,1.37049124378746,0.747794896535811,69571.404,187524,0.371,0.4452,466619.71968
"RAM","JANCHOTSST","East China Sea","Japanese anchovy","Engraulis japonicus",2013,98500,0.488324873096447,0.210956770089576,1.31270127176464,149715.111816,402459.978,0.372,0.4464,1001449.21245696
"RAM","JCSQUIDJPNAR","Kuroshio Current","Japanese flying squid","Todarodes pacificus",2014,2350000,0.1,3.48291076486202,0.224215246636771,300926.458,674723,0.446,0.5352,1678926.73536
"RAM","JCSQUIDJPNWR","Kuroshio Current","Japanese flying squid","Todarodes pacificus",2014,823000,0.246658566221142,1.69649795822451,0.537382497213817,222668.703,485117,0.459,0.5508,1207126.33344
"RAM","JMACKPJPN","Kuroshio Current","Japanese jack mackerel","Trachurus japonicus",2013,61100,0.451718494271686,0.246140651801029,1.32468766648588,70940.5789444,208036.8884,0.341,0.4092,517662.350143488
"RAM","JMACKTSST","East China Sea","Japanese jack mackerel","Trachurus japonicus",2013,440000,0.272727272727273,0.688224176185389,0.821467688937569,175541.5180836,528739.5123,0.332,0.3984,1315673.10324634
"RAM","JPUFFIMKB","Kuroshio Current","Japanese pufferfish","Takifugu rubripes",2013,132,0.506818181818182,0.149603174603175,1.78457106274008,133.7354380916,470.8994299,0.284,0.3408,1171.74846940877
"RAM","JPUFFSOJECSSI","Sea of Japan","Japanese pufferfish","Takifugu rubripes",2013,829,0.301568154402895,0.73731884057971,1.31116588870824,257.51226926,1119.618562,0.23,0.276,2785.96926019584
"RAM","KCROCKNPAC","Kuroshio Current","Kichiji rockfish","Sebastolobus macrochir",2013,6470,0.0615146831530139,1.46181653863534,0.366158828291749,743.568,4426,0.168,0.2016,11013.30432
"RAM","KELPGREENLINGORECOAST","California Current","Kelp greenling","Hexagrammos decagrammus",2014,1130,0.0295575221238938,2.23551637279597,NA,130.000000236906,598.1345712,0.217342395,0.260810874,1488.35021620838
"RAM","KINGKLIPSA","Agulhas Current","Kingklip","Genypterus capensis",2012,113000,0.0311504424778761,1.29690759917665,0.462682621547094,5866.11321949987,87130.33995,0.067325724,0.0807908688,216808.167504384
"RAM","KMFLOUNBSAI","East Bering Sea","Kamchatka flounder","Atheresthes evermanni",2014,168000,0.038452380952381,1.29310344827586,0.553540609469654,7870.73259065238,113302.9999,0.069466233,0.0833594796,281934.120711168
"RAM","LINGCODNPCOAST","California Current","Lingcod","Ophiodon elongatus",2008,29800,0.011744966442953,1.42,0.252857142857143,1734.0000006,12385.71429,0.14,0.168,30819.6205820928
"RAM","LINGCODSPCOAST","California Current","Lingcod","Ophiodon elongatus",2008,27200,0.00628676470588235,2.88592896174863,0.0932038834951456,1678.00000042,16291.26214,0.103,0.1236,40537.8734082048
"RAM","LISQUIDATLC","Northeast U.S. Continental Shelf","Longfin inshore squid","Doryteuthis pealeii",2009,39800,0.240201005025126,0.938568565027709,0.6298672298801,16171.223291025,42405,0.381351805,0.457622166,105517.2096
"RAM","LNOSESKAPCOAST","California Current","Longnose skate","Beringraja rhina",2007,71200,0.012626404494382,1.76313785224676,0.8,1267.99999992,46962.96296,0.027,0.0324,116858.879992627
"RAM","LSTHORNHPCOAST","California Current","Longspine thornyhead","Sebastolobus altivelis",2012,68300,0.0127525622254758,2.18950259383583,0.142857142857143,2529.0000001,36128.57143,0.07,0.084,89899.4468606976
"RAM","MACKNEICES","Iceland Shelf and Sea","Mackerel","Scomber scombrus",2014,4920000,0.282520325203252,1.55642023346304,1.60952380952381,855886.636264325,4037320.044,0.211993755,0.254392506,10046144.2118861
"RAM","MACKNWATLSA3-4","Labrador - Newfoundland","Mackerel","Scomber scombrus",2013,13400,0.554477611940299,0.0581027422952473,3.64309592858163,35101.1686718069,230625.9476,0.152199564,0.1826394768,573871.157932032
"RAM","MEGSPPVIb","Celtic-Biscay Shelf","Megrim spp","Lepidorhombus spp",2014,10578.5465620551,0.0324241140300247,2.29698614786037,0.36,1988.83152477665,4605.402854,0.43184746,0.518216952,11459.7160296653
"RAM","MENATGM","Gulf of Mexico","Gulf menhaden","Brevoortia patronus",2011,3400000,0.180538235294118,1.81502561458128,0.096,844066.805122234,1048972.987,0.804660192,0.9655922304,2610180.46301184
"RAM","MENATLAN","Northeast U.S. Continental Shelf","Atlantic menhaden","Brevoortia tyrannus",2014,1190000,0.110084033613445,0.9678391959799,0.47875,330924.201502934,1544706.512,0.214231117,0.2570773404,3843724.10793984
"RAM","MHMACKMEDGSA29","Black Sea","Mediterranean horse mackerel","Trachurus mediterraneus",2014,54679.8216110445,0.226774697404927,0.761351397990659,5.44444444444444,19690.1128816317,71819.42761,0.274161373,0.3289936476,178709.718110515
"RAM","MONKGOMNGB","Northeast U.S. Continental Shelf","Monkfish","Lophius americanus",2011,60500,0.0464462809917355,1.31310500499197,0.22806841632881,9383.000002026,46074,0.203650649,0.2443807788,114646.85568
"RAM","MONKSGBMATL","Northeast U.S. Continental Shelf","Monkfish","Lophius americanus",2011,111000,0.077027027027027,1.54883000544184,0.385280286567974,14328.000034884,71667,0.199924652,0.2399095824,178330.42944
"RAM","MORWONGESE","Southeast Australian Shelf","Jackass morwong","Nemadactylus macropterus",2014,2598.81,0.0691778160004002,0.827788469808718,3.95836281098215,410.511851863029,2600.736983,0.157844432,0.1894133184,6471.46584953856
"RAM","MORWONGWSE","Southeast Australian Shelf","Jackass morwong","Nemadactylus macropterus",2014,1924.7,0.00664352886164077,1.68546614353165,0.030906782786932,180.417858246376,1015.182734,0.177719589,0.2132635068,2526.09950066688
"RAM","MULLQNSW","East Central Australian Shelf","Sea mullet","Mugil cephalus",2003,35200,0.119886363636364,1.4838155758404,0.343935047977136,8552.79355105313,23722.62468,0.36053319,0.432639828,59029.4814437376
"RAM","MUTSNAPSATLCGM","Gulf of Mexico","Mutton snapper","Lutjanus analis",2013,5210,0.0775431861804223,1.13323850165955,0.977777777777778,413.89999992,2299.444444,0.18,0.216,5721.75359889408
"RAM","NEPHMEDGSA11","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2014,77.5,0.221935483870968,0.652334825655164,1.58947368421053,31.2090839961717,118.8040205,0.262693837,0.3152326044,295.62242029056
"RAM","NEPHMEDGSA17-18","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2014,2560,0.53125,0.402832415420928,1.39736842105263,2162.891095965,6355,0.340344783,0.4084137396,15813.2736
"RAM","NEPHMEDGSA5","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2013,72.0654153765681,0.134599931871813,0.999329593069442,1.68823529411765,23.4984512337729,72.11376094,0.325852527,0.3910230324,179.442113622221
"RAM","NEPHMEDGSA9","Mediterranean Sea","Norway lobster","Nephrops norvegicus",2014,512,0.166796875,0.460132563130976,2.21052631578947,165.361759494386,1112.722813,0.14861002,0.178332024,2768.81043004416
"RAM","NROCKBSAI","East Bering Sea","Northern rockfish","Sebastes polyspinis",2014,220000,0.0106363636363636,1.93483292777019,NA,7602.18959601097,124714.0621,0.060956956,0.0731483472,310328.495004672
"RAM","NROCKGA","Gulf of Alaska","Northern rockfish","Sebastes polyspinis",2014,86800,0.0491935483870968,1.57239125995507,NA,4507.56451273259,70271.15145,0.064145306,0.0769743672,174857.111576064
"RAM","NRSOLEEBSAI","East Bering Sea","Northern rock sole","Lepidopsetta polyxystra",2014,1370000,0.0378832116788321,2.43190661478599,NA,107927.052903664,619090.3687,0.174331662,0.2091979944,1540494.94624358
"RAM","NRSOLEGA","Gulf of Alaska","Northern rock sole","Lepidopsetta polyxystra",2014,74200,0.0231805929919137,2.32596685082873,0.286651475581273,3400.45488369703,42050.06362,0.080866819,0.0970401828,104634.014306918
"RAM","NZLINGESE","Southeast Australian Shelf","Ling","Genypterus blacodes",2007,4260,0.172769953051643,0.589565886995861,3.59344177358463,364.585875512316,7583.020612,0.048079241,0.0576950892,18868.9818492518
"RAM","NZLINGLIN3-4","New Zealand Shelf","Ling","Genypterus blacodes",2014,84889.8665232682,0.0422900888766975,1.40775916961388,0.114297537504588,6423.9999992,17362.16216,0.37,0.444,43202.6153459712
"RAM","NZLINGLIN5-6","New Zealand Shelf","Ling","Genypterus blacodes",2014,320296.606052792,0.0180457734823682,2.22903406354537,NA,23827.0000216312,143693.0064,0.165818787,0.1989825444,357554.181685248
"RAM","NZLINGLIN6b","New Zealand Shelf","Ling","Genypterus blacodes",2006,9520,0.0420168067226891,2.18639106593499,0.222002728476962,893.844900066587,4724.666825,0.189186864,0.2270242368,11756.482953984
"RAM","NZLINGLIN72","New Zealand Shelf","Ling","Genypterus blacodes",2010,3987.49697762258,0.0551724556117828,1.1687229415232,0.190249846937182,544.24399992,1876.703448,0.29,0.348,4669.83872372736
"RAM","NZLINGLIN7WC","New Zealand Shelf","Ling","Genypterus blacodes",2012,48210.311116652,0.0487447590685284,1.56453540684635,NA,5149.99999237832,30814.45834,0.167129337,0.2005552044,76676.2329765888
